162 documents , 1 concepts , 806 context features (15281) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 15, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 1000


map[]

===============  per type  ===============
0.00011620052498493777   T=0,K=0:  104538 (0.057) ; 77699 (0.052) ; 15281 (0.049) ; 92783 (0.048) ; 48535 (0.041) ; 74127 (0.032) ; 116408 (0.026) ; 102000 (0.025) ; 21802 (0.024) ; 85306 (0.022) ; 
0.000758107270336795   T=1,K=0:  92783 (0.099) ; 48535 (0.047) ; 77699 (0.037) ; 74127 (0.036) ; 116408 (0.036) ; 15281 (0.033) ; 85306 (0.026) ; 104538 (0.025) ; 102000 (0.025) ; 116416 (0.020) ; 
0.0001644608668521   T=2,K=0:  92783 (0.095) ; 77699 (0.050) ; 74127 (0.045) ; 116408 (0.042) ; 48535 (0.033) ; 116416 (0.029) ; 15281 (0.026) ; 48021 (0.024) ; nlsj61372 (0.021) ; 15274 (0.021) ; 
9.576978217953891e-05   T=3,K=0:  92783 (0.046) ; 74127 (0.041) ; 48535 (0.039) ; 77699 (0.037) ; 15274 (0.035) ; 104538 (0.030) ; nlsj61372 (0.025) ; 116416 (0.024) ; 102000 (0.021) ; 15281 (0.020) ; 
0.04493872730895587   T=4,K=0:  92783 (0.055) ; 74127 (0.050) ; 15274 (0.040) ; 48535 (0.038) ; 77699 (0.031) ; 104538 (0.030) ; 102000 (0.028) ; 76570 (0.027) ; 62204 (0.023) ; 15281 (0.021) ; 
0.0017782593520278764   T=5,K=0:  92783 (0.056) ; 74127 (0.046) ; 15274 (0.034) ; 102000 (0.032) ; 104538 (0.032) ; 77699 (0.030) ; 76570 (0.027) ; 47007 (0.027) ; 48535 (0.027) ; 75552 (0.021) ; 
0.0023389231643371126   T=6,K=0:  74127 (0.048) ; 48535 (0.036) ; 76570 (0.034) ; 24842 (0.032) ; 104538 (0.031) ; 75552 (0.028) ; 92783 (0.027) ; 102000 (0.022) ; 77699 (0.021) ; 15281 (0.021) ; 
0.0012084299570164355   T=7,K=0:  74127 (0.055) ; 104538 (0.036) ; 75552 (0.034) ; 15281 (0.034) ; 24842 (0.033) ; 48535 (0.030) ; 92783 (0.029) ; 65552 (0.024) ; 47007 (0.023) ; 76570 (0.020) ; 
0.021030527780005623   T=8,K=0:  74127 (0.071) ; 48535 (0.047) ; 75552 (0.047) ; 15281 (0.035) ; 24842 (0.031) ; 104538 (0.028) ; 85306 (0.024) ; nlsj61372 (0.024) ; 77699 (0.021) ; 92783 (0.020) ; 
0.07117004301788753   T=9,K=0:  74127 (0.054) ; 15281 (0.042) ; 75552 (0.038) ; 48535 (0.038) ; 63772 (0.034) ; 104538 (0.032) ; 89376 (0.031) ; 75595 (0.028) ; 24842 (0.027) ; nlsj61372 (0.025) ; 
0.07849572596203641   T=10,K=0:  63772 (0.052) ; 75595 (0.050) ; 15281 (0.049) ; 74127 (0.047) ; 75552 (0.044) ; nlsj61372 (0.036) ; 48535 (0.034) ; 89376 (0.029) ; 27847 (0.021) ; 85306 (0.019) ; 
0.40422474795910274   T=11,K=0:  75595 (0.096) ; 15281 (0.088) ; 75552 (0.060) ; 63772 (0.037) ; 74127 (0.036) ; 24842 (0.034) ; 48535 (0.032) ; nlsj61372 (0.030) ; 89376 (0.028) ; 27847 (0.019) ; 
0.0006108992598487531   T=12,K=0:  75595 (0.110) ; 15281 (0.063) ; 75552 (0.052) ; 24842 (0.051) ; 74127 (0.044) ; 48535 (0.035) ; 47007 (0.030) ; 89376 (0.026) ; nlsj61372 (0.024) ; 63772 (0.020) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=0:  74127 (0.047) ; 92783 (0.040) ; 15281 (0.038) ; 48535 (0.037) ; 75552 (0.030) ; 75595 (0.029) ; 104538 (0.028) ; 77699 (0.027) ; nlsj61372 (0.023) ; 24842 (0.022) ; 

0.1480166385451671   T=0,K=1:  15274 (0.084) ; 110639 (0.048) ; 24648 (0.043) ; 79595 (0.033) ; 16664 (0.031) ; 101249 (0.023) ; 114653 (0.022) ; 114404 (0.020) ; 115887 (0.020) ; 113388 (0.018) ; 
0.00806845827297915   T=1,K=1:  15274 (0.057) ; 110639 (0.035) ; 24648 (0.035) ; 29883 (0.029) ; 64165 (0.027) ; 79595 (0.026) ; 16664 (0.025) ; 13096 (0.025) ; 114653 (0.024) ; 114404 (0.023) ; 
0.0033587364512523933   T=2,K=1:  79595 (0.038) ; 15274 (0.038) ; 64165 (0.030) ; 29883 (0.030) ; 13096 (0.029) ; 24648 (0.026) ; 110639 (0.025) ; 114404 (0.023) ; 113388 (0.021) ; 11106 (0.020) ; 
0.03473756642887205   T=3,K=1:  110639 (0.035) ; 13096 (0.031) ; 29883 (0.031) ; 79595 (0.031) ; 15274 (0.029) ; 6339 (0.028) ; 64165 (0.025) ; 70958 (0.022) ; 36165 (0.020) ; 114404 (0.019) ; 
0.23500015810318345   T=4,K=1:  13096 (0.051) ; 15274 (0.031) ; 110639 (0.031) ; 6339 (0.027) ; 29883 (0.023) ; 114404 (0.023) ; 23304 (0.020) ; 48910 (0.020) ; 33426 (0.020) ; 79595 (0.020) ; 
0.3818523879726515   T=5,K=1:  15274 (0.053) ; 13096 (0.033) ; 6339 (0.032) ; 11106 (0.027) ; 31161 (0.026) ; 110639 (0.025) ; 64866 (0.019) ; 114404 (0.018) ; 15281 (0.018) ; 27847 (0.017) ; 
