regnum : 2361 documents
=================
 31 regnum 
==================

2361 documents , 1 concepts , 6206 context features (regnum) 
kappaF 100.000000, kappaK 1.000000, a0 1.000000, b0 1.000000, K 4, max_docs_per_slice 2000, start -1, end 1, times 2, dT 2, I 2500


map[]


...ready to estimate
{0.193105, 0.296437,  0.29546, 0.214998,
 0.232825, 0.252756,  0.25336, 0.261059} 

{0.200078,  0.29034, 0.294118, 0.215464,
 0.233052, 0.252439, 0.253478, 0.261031} 

{0.200352, 0.289742, 0.295134, 0.214771,
 0.232461, 0.252353, 0.254185, 0.261002} 

{0.204035, 0.285716, 0.296539,  0.21371,
 0.233001, 0.252109, 0.254157, 0.260734} 

{0.202519, 0.281677, 0.302286, 0.213519,
 0.232957, 0.252794, 0.253718, 0.260531} 

{0.201048,  0.28008, 0.302365, 0.216507,
  0.23174, 0.253116, 0.254342, 0.260802} 

{0.198033, 0.280443, 0.303903, 0.217621,
 0.232431, 0.252469, 0.254635, 0.260465} 

{0.198952, 0.278936, 0.303873,  0.21824,
 0.231969, 0.252402, 0.254695, 0.260934} 

{0.197105, 0.282675, 0.305163, 0.215058,
 0.232852, 0.251493, 0.253723, 0.261932} 

{0.201287, 0.282371, 0.301057, 0.215285,
 0.232441, 0.251235, 0.253652, 0.262672} 

{0.200975, 0.283025, 0.299931,  0.21607,
 0.232499, 0.251252, 0.253683, 0.262565} 

{ 0.19896, 0.283479, 0.300601,  0.21696,
 0.233988, 0.251031, 0.253216, 0.261765} 

{0.197547, 0.283861,  0.30242, 0.216173,
 0.234375, 0.250817, 0.253336, 0.261472} 

{0.189803, 0.288932,  0.30592, 0.215344,
 0.234564, 0.250518, 0.253237,  0.26168} 

{0.188584, 0.286731, 0.302584, 0.222101,
 0.235288, 0.249407, 0.253635, 0.261669} 

{0.188692, 0.285907,  0.30533,  0.22007,
 0.234907, 0.249243, 0.253737, 0.262114} 

{0.188335, 0.281582, 0.311851, 0.218232,
 0.235003, 0.249142, 0.253708, 0.262147} 

{0.189533, 0.281763,  0.31474, 0.213964,
 0.235196, 0.249316, 0.253841, 0.261647} 

{0.191352, 0.280927,  0.31393, 0.213791,
 0.234711,  0.24827, 0.254474, 0.262545} 

{ 0.18303, 0.286456, 0.312884,  0.21763,
 0.234147, 0.249085, 0.254205, 0.262563} 

{0.184339,  0.28646, 0.310149, 0.219051,
 0.233999, 0.249265, 0.253359, 0.263377} 

{0.187311, 0.289884, 0.308851, 0.213954,
 0.233567, 0.249008, 0.254873, 0.262552} 

{0.185765, 0.291159, 0.312273, 0.210803,
 0.233401,  0.24871, 0.255416, 0.262474} 

{0.182468, 0.299164, 0.310764, 0.207604,
 0.234157, 0.248736,  0.25589, 0.261216} 

{0.179434, 0.300276, 0.314385, 0.205904,
 0.234096, 0.248802, 0.256077, 0.261025} 

{0.178899, 0.300846, 0.313813, 0.206441,
 0.233204, 0.248507, 0.255546, 0.262744} 

{ 0.17947, 0.300982, 0.317829, 0.201719,
 0.233623, 0.247508, 0.255597, 0.263272} 

{0.180953, 0.299044, 0.317227, 0.202776,
 0.234216,  0.24755,  0.25449, 0.263744} 

{0.180133, 0.301412, 0.316277, 0.202178,
 0.234104, 0.247605, 0.254573, 0.263718} 

{0.178574, 0.303234, 0.315088, 0.203103,
 0.234158, 0.247318, 0.255025, 0.263499} 

{0.181806, 0.303257,  0.31645, 0.198488,
 0.234528, 0.247875, 0.254542, 0.263056} 

{0.179779, 0.302203, 0.316522, 0.201496,
 0.235113, 0.248621, 0.253161, 0.263104} 

{0.178468, 0.302095, 0.318942, 0.200495,
 0.234226, 0.252398, 0.251265, 0.262111} 

{0.173847, 0.303545, 0.321662, 0.200946,
 0.234991, 0.252569, 0.251735, 0.260705} 

{0.172481, 0.303076, 0.317032, 0.207411,
 0.235743, 0.253089, 0.251106, 0.260063} 

{0.168815, 0.304387, 0.318909, 0.207889,
 0.235496, 0.253309, 0.251676, 0.259519} 

{0.170207, 0.301529, 0.319924,  0.20834,
 0.234527, 0.253725, 0.251886, 0.259862} 

{0.169102, 0.306182, 0.317352, 0.207364,
  0.23484, 0.254673, 0.251286, 0.259202} 

{0.169659, 0.304868, 0.313982, 0.211491,
 0.234636, 0.254087, 0.252603, 0.258674} 

{0.172673, 0.308768, 0.316912, 0.201646,
 0.234333, 0.254666, 0.252335, 0.258666} 

{0.171194, 0.318576, 0.311494, 0.198737,
 0.234596, 0.254742, 0.252055, 0.258608} 

{0.177412, 0.316292, 0.309744, 0.196553,
 0.234008, 0.255883, 0.252125, 0.257984} 

{0.179777, 0.317608, 0.310095,  0.19252,
 0.234045, 0.255468, 0.252763, 0.257724} 

{ 0.18445,  0.31281, 0.308334, 0.194406,
 0.233108, 0.256987, 0.252548, 0.257357} 

{0.184796, 0.311435, 0.309085, 0.194684,
 0.231972, 0.257373, 0.253117, 0.257538} 

{0.184406, 0.307663,   0.3082, 0.199731,
 0.231666,  0.25809, 0.253347, 0.256898} 

{0.193938, 0.304755, 0.305126, 0.196181,
 0.231298, 0.258415, 0.253513, 0.256774} 

{0.194951, 0.299801, 0.301871, 0.203377,
  0.23128, 0.258161,  0.25366, 0.256899} 

{ 0.19255, 0.303267, 0.300407, 0.203776,
 0.230396, 0.258591, 0.253753, 0.257259} 

{0.193309, 0.302239, 0.300622,  0.20383,
 0.229932, 0.259923, 0.252537, 0.257608} 

{0.194944, 0.301278, 0.290277, 0.213501,
 0.229537, 0.260833, 0.253176, 0.256455} 

{0.195783, 0.300846, 0.289083, 0.214289,
 0.229529,  0.26053,  0.25285, 0.257091} 

{0.195536, 0.304785,  0.28662, 0.213059,
 0.228752, 0.263074,   0.2519, 0.256273} 

{ 0.19628, 0.307728, 0.283541,  0.21245,
 0.228136,  0.26396, 0.251976, 0.255929} 

{0.199428,  0.30832, 0.277765, 0.214486,
 0.227174, 0.264666, 0.252267, 0.255893} 

{0.200188, 0.308025, 0.271663, 0.220124,
 0.227867, 0.264595, 0.251987, 0.255552} 

{0.195129,  0.30967, 0.273735, 0.221466,
 0.228287, 0.264767, 0.251576,  0.25537} 

{0.194906, 0.308625, 0.273733, 0.222737,
 0.227742, 0.264566, 0.251827, 0.255865} 

{0.194783, 0.311452, 0.273813, 0.219952,
 0.227457, 0.264717, 0.251985, 0.255841} 

{0.195435, 0.310557, 0.269226, 0.224782,
 0.227424, 0.264787, 0.251382, 0.256407} 

{0.194867, 0.306247,  0.27148, 0.227406,
 0.227148, 0.265116, 0.251515, 0.256221} 

{0.191565, 0.310563,  0.27124, 0.226633,
 0.227546, 0.264514, 0.251743, 0.256197} 

{0.192276, 0.312177, 0.270558, 0.224989,
 0.227149, 0.265175, 0.250583, 0.257093} 

{0.202429, 0.310729, 0.263229, 0.223613,
 0.227291, 0.265855, 0.249897, 0.256957} 

{0.204574, 0.310781, 0.263507, 0.221138,
 0.227428, 0.266565, 0.250136, 0.255871} 

{0.210248, 0.309114, 0.263219, 0.217418,
 0.226993, 0.267666, 0.250066, 0.255275} 

{0.211225, 0.308532, 0.263064, 0.217179,
 0.227098, 0.267403, 0.249885, 0.255613} 

{0.211681, 0.308009, 0.263088, 0.217222,
 0.226999,  0.26692, 0.250173, 0.255909} 

{ 0.21647, 0.308439, 0.263318, 0.211773,
 0.226595, 0.267245, 0.250173, 0.255986} 

{0.208941, 0.311819, 0.264907, 0.214333,
 0.226297, 0.267155, 0.250371, 0.256177} 

{0.201761, 0.309418, 0.278121,   0.2107,
 0.226335, 0.266878, 0.250467, 0.256319} 

{0.202483, 0.308722, 0.276756, 0.212039,
 0.225641, 0.267212, 0.250698, 0.256448} 

{0.210297, 0.305877, 0.274013, 0.209813,
 0.224758, 0.268301,  0.25131, 0.255631} 

{0.208932, 0.302018, 0.271327, 0.217723,
 0.224561, 0.268372, 0.251269, 0.255798} 

{0.208941, 0.301495, 0.271724,  0.21784,
 0.225111, 0.268472,  0.25085, 0.255567} 

{ 0.21064, 0.299438, 0.273553,  0.21637,
 0.225363, 0.268729, 0.250668, 0.255239} 

{0.210571, 0.300513, 0.274047, 0.214869,
 0.225164, 0.269267, 0.250372, 0.255198} 

{0.210028,  0.30709, 0.273968, 0.208914,
 0.225013, 0.269533, 0.250144,  0.25531} 

{ 0.20843, 0.305905,  0.27712, 0.208546,
  0.22553,  0.26899, 0.249559, 0.255922} 

{0.202693, 0.301357, 0.287286, 0.208665,
 0.225039,  0.26926, 0.249536, 0.256165} 

{0.203115, 0.299624, 0.287756, 0.209505,
 0.225066,  0.26917, 0.249819, 0.255945} 

{0.201255, 0.301132, 0.293361, 0.204252,
 0.225337, 0.269365, 0.249014, 0.256284} 

{0.197787, 0.301788, 0.298512, 0.201913,
 0.224927, 0.268421, 0.248519, 0.258133} 

{0.196956, 0.301961, 0.297106, 0.203978,
 0.224934, 0.268444, 0.248716, 0.257907} 

{0.198365, 0.302985, 0.293015, 0.205635,
  0.22514, 0.268883, 0.247937,  0.25804} 

{0.197925, 0.304216, 0.294465, 0.203394,
 0.224632, 0.268856, 0.248238, 0.258274} 

{0.199693, 0.302943, 0.294352, 0.203011,
 0.223728, 0.269228, 0.248254,  0.25879} 

{ 0.19941, 0.301345, 0.294689, 0.204556,
 0.223573, 0.269309,  0.24817, 0.258947} 

{ 0.19934, 0.295447, 0.302072, 0.203141,
 0.223866, 0.269783, 0.247987, 0.258363} 

{ 0.19791, 0.296531, 0.300416, 0.205142,
 0.223443, 0.269909, 0.248751, 0.257897} 

{ 0.19896, 0.299125, 0.294935,  0.20698,
 0.223497, 0.268972, 0.249229, 0.258302} 

{0.198981, 0.300007, 0.293637, 0.207375,
 0.223932, 0.268284, 0.249164,  0.25862} 

{0.191974, 0.302641,  0.29376, 0.211624,
 0.223439,  0.26786, 0.249923, 0.258778} 

{0.193103, 0.301839, 0.285666, 0.219392,
 0.223395, 0.267062, 0.250676, 0.258867} 

{0.188367,  0.30051, 0.281253, 0.229871,
 0.224679, 0.266309, 0.249987, 0.259025} 

{0.178409, 0.299831, 0.287486, 0.234273,
 0.224874, 0.266616, 0.249696, 0.258814} 

{0.177065, 0.299782, 0.289851, 0.233302,
 0.225026, 0.267054, 0.248243, 0.259677} 

{0.174357, 0.301689, 0.291537, 0.232418,
 0.224746, 0.266352, 0.248443, 0.260459} 

{0.174624, 0.301436,  0.29089,  0.23305,
  0.22463, 0.266141, 0.249315, 0.259913} 

{0.174662, 0.300892, 0.292209, 0.232237,
 0.224569, 0.266391, 0.249362, 0.259677} 

{0.179587,  0.29598, 0.294629, 0.229804,
 0.224799, 0.266142, 0.249057, 0.260003} 

{0.180539, 0.298175, 0.293863, 0.227423,
 0.224883, 0.265497, 0.249682, 0.259938} 

{0.187231, 0.299968, 0.287423, 0.225378,
  0.22442, 0.265751, 0.249635, 0.260194} 

{0.186538, 0.302711, 0.282497, 0.228255,
 0.224561, 0.265538, 0.249929, 0.259972} 

{ 0.18598, 0.302673, 0.281014, 0.230333,
 0.224411,  0.26545, 0.250337, 0.259803} 

{0.185453,  0.30537, 0.284572, 0.224605,
 0.224605,  0.26479, 0.250105,   0.2605} 

{0.191746, 0.301022, 0.292303, 0.214929,
 0.224093, 0.265374, 0.250805, 0.259728} 

{0.184838, 0.307757, 0.295992, 0.211413,
 0.224692, 0.264594, 0.250577, 0.260137} 

{0.185012, 0.307067, 0.296362, 0.211558,
 0.224704, 0.264185, 0.250883, 0.260228} 

{0.182939, 0.307032, 0.298748, 0.211281,
 0.224457, 0.263667,  0.25181, 0.260067} 

{0.184771, 0.304069, 0.294554, 0.216606,
 0.224387, 0.262826, 0.252367, 0.260419} 

{0.179684, 0.304676, 0.298412, 0.217228,
 0.224554, 0.262938, 0.252747, 0.259762} 

{0.177453, 0.301719, 0.302941, 0.217886,
 0.224398, 0.263003, 0.252626, 0.259973} 

{0.174168, 0.304872,  0.29943, 0.221531,
 0.224795, 0.262917, 0.252324, 0.259964} 

{0.170815, 0.308602,  0.29949, 0.221093,
 0.224549, 0.262659, 0.252995, 0.259797} 

{0.173441, 0.305461, 0.299931, 0.221167,
 0.225033, 0.263153, 0.251813, 0.260001} 

{0.170789, 0.306027, 0.299607, 0.223577,
 0.224876, 0.263529, 0.251665,  0.25993} 

{0.171537, 0.302558, 0.297308, 0.228597,
 0.224097,  0.26383, 0.251774,   0.2603} 

{0.166151, 0.313365, 0.293861, 0.226623,
 0.224361, 0.263216,  0.25261, 0.259813} 

{0.165748, 0.308396, 0.296991, 0.228866,
 0.224362, 0.262862, 0.252341, 0.260435} 

{0.165884, 0.313931, 0.295958, 0.224226,
 0.224744, 0.262237, 0.252208, 0.260811} 

{0.164196, 0.317839,  0.29559, 0.222374,
 0.225025, 0.262194, 0.252039, 0.260742} 

{0.163057, 0.315965, 0.297773, 0.223205,
 0.223655, 0.262666, 0.252391, 0.261288} 

{0.164087,  0.31589, 0.296792, 0.223232,
 0.223561, 0.263622, 0.251437,  0.26138} 

{0.164455, 0.318213,  0.29818, 0.219152,
 0.222789, 0.264773, 0.251301, 0.261137} 

{0.161208, 0.322551, 0.301003, 0.215237,
 0.222666, 0.265586, 0.250799, 0.260949} 

{0.162367,  0.32399, 0.299308, 0.214335,
 0.222708, 0.265445, 0.250753, 0.261093} 

{0.177063, 0.315414, 0.298161, 0.209362,
 0.223899, 0.264828, 0.251559, 0.259715} 

{0.172875, 0.312103, 0.308587, 0.206435,
 0.224045, 0.264179, 0.251571, 0.260205} 

{0.171315, 0.313081, 0.308544,  0.20706,
 0.224058, 0.264405,  0.25128, 0.260257} 

{0.171742, 0.316548, 0.306398, 0.205312,
 0.223464, 0.263757, 0.252224, 0.260555} 

{0.165049, 0.316617,  0.30284, 0.215494,
 0.223577, 0.264357, 0.251808, 0.260258} 

{0.165489, 0.316142, 0.302091, 0.216278,
 0.224146, 0.263952, 0.251483, 0.260419} 

{0.174731, 0.314838, 0.296513, 0.213918,
 0.223388, 0.264729, 0.251438, 0.260445} 

{0.174006, 0.313873, 0.298781,  0.21334,
  0.22388, 0.264626, 0.250779, 0.260715} 

{0.173921, 0.315591, 0.294572, 0.215917,
 0.223977,  0.26487, 0.251032, 0.260122} 

{0.172706, 0.316244, 0.297497, 0.213553,
 0.223924, 0.264755, 0.250897, 0.260424} 

{0.170822, 0.315906,  0.30188, 0.211392,
 0.224562,  0.26441, 0.251167,  0.25986} 

{0.167211, 0.321768, 0.294219, 0.216801,
 0.224988, 0.264765, 0.250067,  0.26018} 

{0.165638, 0.322955, 0.293616, 0.217792,
 0.224934, 0.264881, 0.250171, 0.260014} 

{ 0.16368, 0.341808, 0.281772,  0.21274,
 0.224924, 0.264655, 0.250335, 0.260086} 

{0.166001, 0.341878, 0.282221,   0.2099,
 0.225424, 0.263987, 0.250272, 0.260317} 

{0.165287, 0.342272, 0.285798, 0.206642,
 0.225634,  0.26338, 0.250318, 0.260668} 

{0.161139,  0.34405, 0.293421,  0.20139,
  0.22533, 0.263562,  0.24987, 0.261238} 

{0.160243, 0.346901,  0.28496, 0.207896,
 0.225167, 0.263848, 0.249575,  0.26141} 

{  0.1591, 0.342824, 0.282097,  0.21598,
 0.225472, 0.263965, 0.249455, 0.261108} 

{0.160102, 0.342634, 0.283609, 0.213655,
 0.225298, 0.264005, 0.249386, 0.261311} 

{0.156131, 0.342918, 0.284171, 0.216781,
 0.225244, 0.263628, 0.249663, 0.261465} 

{ 0.15545,  0.33645, 0.290624, 0.217477,
  0.22511, 0.263548, 0.249719, 0.261623} 

{0.154044, 0.335059, 0.292538, 0.218359,
 0.225717, 0.263315, 0.249841, 0.261127} 

{0.153237, 0.335772, 0.297608, 0.213382,
  0.22563, 0.263468, 0.250508, 0.260394} 

{0.147818, 0.343154, 0.289016, 0.220011,
 0.225388, 0.263537, 0.250084, 0.260991} 

{0.143218, 0.345558, 0.286293, 0.224932,
 0.225499, 0.262915, 0.250098, 0.261489} 

{0.144938, 0.338747, 0.290051, 0.226263,
 0.225411, 0.262463, 0.250585, 0.261541} 

{0.145043, 0.337369, 0.291963, 0.225625,
 0.225784, 0.262571, 0.250408, 0.261236} 

{0.145061,  0.34334, 0.290869,  0.22073,
 0.225416, 0.262552, 0.250484, 0.261547} 

{0.144161, 0.344247,  0.28975, 0.221842,
 0.225416, 0.262475,  0.25068, 0.261429} 

{0.144149, 0.340422, 0.294537, 0.220891,
 0.226256, 0.261847, 0.250945, 0.260953} 

{0.142541, 0.339563, 0.305091, 0.212806,
 0.226446, 0.262281, 0.250816, 0.260456} 

{ 0.14281, 0.340564, 0.304871, 0.211755,
 0.227001, 0.262415, 0.250634, 0.259951} 

{0.149001, 0.340059, 0.301901, 0.209038,
 0.227255, 0.263024, 0.251045, 0.258676} 

{ 0.14904, 0.337838, 0.304536, 0.208585,
 0.226726, 0.263103,  0.25105, 0.259121} 

{0.152849, 0.341056, 0.298885,  0.20721,
  0.22644, 0.263048, 0.251497, 0.259015} 

{0.149312, 0.346176, 0.300829, 0.203683,
 0.226673, 0.262141, 0.251961, 0.259224} 

{0.142771, 0.339974, 0.297594, 0.219662,
 0.227266, 0.262599, 0.250217, 0.259918} 

{0.143874, 0.334733, 0.299846, 0.221548,
 0.226857, 0.261941, 0.251101, 0.260101} 

{0.142336, 0.338737, 0.297072, 0.221855,
 0.227028, 0.261892, 0.251249, 0.259832} 

{0.141838, 0.340985, 0.294609, 0.222568,
 0.227099,  0.26185, 0.251451,   0.2596} 

{0.141047, 0.342714, 0.294445, 0.221793,
   0.2274, 0.261886, 0.251159, 0.259554} 

{0.142564, 0.339542, 0.295635,  0.22226,
