191 documents , 1 concepts , 1137 context features (62528) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 15, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 1000


map[]

===============  per type  ===============
0.008120202908802316   T=0,K=0:  114364 (0.102) ; 24767 (0.047) ; 115213 (0.028) ; 20952 (0.027) ; 99045 (0.025) ; 32964 (0.024) ; 84234 (0.020) ; 112833 (0.019) ; 50360 (0.017) ; 103248 (0.015) ; 
0.022284778643596036   T=1,K=0:  114364 (0.118) ; 99045 (0.035) ; 24767 (0.027) ; 32964 (0.027) ; 50360 (0.021) ; 20952 (0.019) ; 62528 (0.016) ; 115213 (0.015) ; 89872 (0.015) ; 68641 (0.014) ; 
0.02915461029226182   T=2,K=0:  114364 (0.064) ; 24767 (0.030) ; 62528 (0.030) ; 99045 (0.029) ; 32964 (0.025) ; 68641 (0.018) ; 18790 (0.017) ; 89872 (0.017) ; 61177 (0.015) ; 64866 (0.015) ; 
0.09691918910597207   T=3,K=0:  114364 (0.048) ; 62528 (0.029) ; 18790 (0.028) ; 61177 (0.026) ; 32964 (0.026) ; 24767 (0.023) ; 99045 (0.018) ; 84234 (0.016) ; 115213 (0.015) ; 103248 (0.015) ; 
0.07684696071670069   T=4,K=0:  18790 (0.041) ; 114364 (0.037) ; 61177 (0.036) ; 32964 (0.028) ; 24767 (0.025) ; 62528 (0.025) ; 103248 (0.020) ; 22209 (0.019) ; 64866 (0.017) ; 51647 (0.016) ; 
0.03406380562943245   T=5,K=0:  114364 (0.037) ; 61177 (0.034) ; 18790 (0.028) ; 62528 (0.027) ; 24767 (0.026) ; 32964 (0.025) ; 64866 (0.018) ; 22209 (0.017) ; 99045 (0.016) ; 103248 (0.015) ; 
0.1404292221262343   T=6,K=0:  114364 (0.056) ; 62528 (0.037) ; 61177 (0.037) ; 32964 (0.027) ; 22209 (0.022) ; 24767 (0.020) ; 99045 (0.019) ; 18790 (0.017) ; 64866 (0.017) ; 14064 (0.016) ; 
0.0929322722345453   T=7,K=0:  114364 (0.041) ; 32964 (0.038) ; 61177 (0.035) ; 45715 (0.023) ; 62528 (0.021) ; 64866 (0.020) ; 24767 (0.020) ; 99045 (0.019) ; 18790 (0.018) ; 22209 (0.017) ; 
0.20379583888995484   T=8,K=0:  61177 (0.036) ; 32964 (0.031) ; 114364 (0.026) ; 99045 (0.026) ; 45715 (0.023) ; 62528 (0.019) ; 5935 (0.017) ; 113556 (0.016) ; 24767 (0.016) ; 112833 (0.015) ; 
0.22160595315347953   T=9,K=0:  61177 (0.039) ; 114364 (0.032) ; 32964 (0.030) ; 45715 (0.027) ; 113556 (0.017) ; 5935 (0.017) ; 65934 (0.016) ; 112833 (0.016) ; 67762 (0.015) ; 22209 (0.015) ; 
0.15206835875913313   T=10,K=0:  45715 (0.048) ; 61177 (0.041) ; 22209 (0.024) ; 32964 (0.022) ; 85807 (0.021) ; 114364 (0.021) ; 23129 (0.019) ; 67762 (0.017) ; 68641 (0.017) ; 5935 (0.016) ; 
0.033995168490712394   T=11,K=0:  45715 (0.040) ; 23129 (0.027) ; 114364 (0.026) ; 61177 (0.025) ; 84234 (0.025) ; 59516 (0.021) ; 5935 (0.019) ; 18790 (0.018) ; 22209 (0.017) ; 64866 (0.017) ; 
0.06372571182886101   T=12,K=0:  114364 (0.053) ; 45715 (0.032) ; 61177 (0.030) ; 84234 (0.025) ; 23129 (0.025) ; 59516 (0.024) ; 85306 (0.024) ; 85807 (0.022) ; 22209 (0.019) ; 64866 (0.017) ; 
