45 documents , 1 concepts , 338 context features (69419) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 5, max_docs_per_slice 2000, start -430, end 359, times 7, dT 100, I 1000


map[]

===============  per type  ===============
0.06797006677118084   T=0,K=0:  14266 (0.034) ; 77030 (0.032) ; 20674 (0.031) ; 62258 (0.031) ; 85306 (0.029) ; 44660 (0.028) ; 31161 (0.025) ; 43206 (0.023) ; 39847 (0.023) ; 46804 (0.022) ; 
0.07790171994077955   T=1,K=0:  85306 (0.043) ; 20674 (0.037) ; 14266 (0.036) ; 77030 (0.029) ; 62258 (0.028) ; 43206 (0.026) ; 46804 (0.025) ; 31161 (0.023) ; 39847 (0.022) ; 31333 (0.020) ; 
0.043116996463148594   T=2,K=0:  20674 (0.062) ; 85306 (0.055) ; 43206 (0.036) ; 46804 (0.035) ; 14266 (0.031) ; 31161 (0.025) ; nlsj114757 (0.022) ; 77030 (0.022) ; 62258 (0.022) ; nlsj5627 (0.019) ; 
0.09615350585735916   T=3,K=0:  85306 (0.060) ; 14266 (0.047) ; 20674 (0.044) ; 46804 (0.043) ; 31161 (0.034) ; nlsj5627 (0.027) ; 62258 (0.026) ; 77030 (0.026) ; 43206 (0.024) ; 2224 (0.018) ; 
0.18943680519928655   T=4,K=0:  85306 (0.054) ; 20674 (0.043) ; nlsj5627 (0.037) ; 46804 (0.036) ; 14266 (0.033) ; 43206 (0.031) ; 31161 (0.028) ; 77030 (0.028) ; 62258 (0.025) ; 93812 (0.020) ; 
0.2707895370827565   T=5,K=0:  85306 (0.054) ; 20674 (0.036) ; 46804 (0.034) ; 43206 (0.032) ; 31333 (0.027) ; 62258 (0.024) ; nlsj5627 (0.024) ; 14266 (0.023) ; 2224 (0.022) ; nlsj114757 (0.021) ; 
0.19094741083098585   T=6,K=0:  46804 (0.048) ; 85306 (0.038) ; 43206 (0.032) ; 62258 (0.031) ; 77030 (0.028) ; 20674 (0.028) ; nlsj5627 (0.026) ; 84295 (0.023) ; 44660 (0.020) ; 67974 (0.020) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=0:  85306 (0.048) ; 20674 (0.040) ; 46804 (0.035) ; 14266 (0.032) ; 43206 (0.029) ; 62258 (0.027) ; 77030 (0.026) ; nlsj5627 (0.024) ; 31161 (0.023) ; 31333 (0.018) ; 

0.1214816905125435   T=0,K=1:  22210 (0.093) ; 37405 (0.087) ; 75595 (0.059) ; nlsj56179 (0.045) ; 28569 (0.045) ; nlsj71743 (0.044) ; 5390 (0.031) ; 31562 (0.029) ; 66750 (0.029) ; 45996 (0.026) ; 
0.17290706997570546   T=1,K=1:  37405 (0.087) ; 75595 (0.080) ; 22210 (0.077) ; 28569 (0.049) ; nlsj56179 (0.046) ; 66750 (0.045) ; nlsj71743 (0.039) ; 31562 (0.035) ; 26499 (0.023) ; nlsj32160 (0.023) ; 
0.11447298831651283   T=2,K=1:  22210 (0.117) ; 75595 (0.081) ; 37405 (0.060) ; nlsj56179 (0.051) ; nlsj71743 (0.049) ; 66750 (0.049) ; 28569 (0.043) ; 31562 (0.034) ; 79223 (0.029) ; 104421 (0.023) ; 
0.0712382724299806   T=3,K=1:  22210 (0.114) ; 37405 (0.071) ; 75595 (0.065) ; 31562 (0.042) ; 28569 (0.036) ; nlsj56179 (0.036) ; 5390 (0.033) ; nlsj71743 (0.033) ; 66750 (0.031) ; 79223 (0.028) ; 
0.04746197723506132   T=4,K=1:  22210 (0.079) ; 37405 (0.071) ; 75595 (0.055) ; 5390 (0.052) ; nlsj71743 (0.048) ; 31562 (0.043) ; 66750 (0.039) ; nlsj56179 (0.034) ; 28569 (0.029) ; 26499 (0.027) ; 
0.11626292785519915   T=5,K=1:  5390 (0.070) ; 22210 (0.066) ; 37405 (0.057) ; 75595 (0.055) ; 31562 (0.049) ; nlsj56179 (0.039) ; nlsj71743 (0.037) ; 66750 (0.032) ; 116470 (0.026) ; 26499 (0.025) ; 
0.12263953089787188   T=6,K=1:  22210 (0.067) ; 31562 (0.054) ; 5390 (0.047) ; 37405 (0.040) ; 116470 (0.035) ; 104421 (0.032) ; 24436 (0.032) ; nlsj71743 (0.032) ; 12625 (0.031) ; 66750 (0.031) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=1:  22210 (0.088) ; 37405 (0.067) ; 75595 (0.061) ; 31562 (0.041) ; nlsj71743 (0.040) ; nlsj56179 (0.038) ; 5390 (0.038) ; 66750 (0.036) ; 28569 (0.035) ; 104421 (0.023) ; 

0.17669827020366105   T=0,K=2:  436 (0.093) ; 75595 (0.091) ; 21920 (0.073) ; 114972 (0.072) ; 57460 (0.067) ; 69419 (0.043) ; 85873 (0.036) ; 73672 (0.033) ; 15380 (0.033) ; 35417 (0.030) ; 
0.27958592359688145   T=1,K=2:  75595 (0.135) ; 436 (0.080) ; 57460 (0.068) ; 114972 (0.065) ; 21920 (0.060) ; 80525 (0.057) ; 85873 (0.045) ; 69419 (0.036) ; 35417 (0.028) ; 73672 (0.026) ; 
0.36562180932583266   T=2,K=2:  436 (0.104) ; 75595 (0.095) ; 57460 (0.068) ; 114972 (0.060) ; 21920 (0.050) ; 85873 (0.046) ; 69419 (0.039) ; nlsj47984 (0.037) ; 15380 (0.031) ; 95258 (0.025) ; 
0.45412589580600876   T=3,K=2:  436 (0.171) ; 75595 (0.116) ; 57460 (0.069) ; 57466 (0.038) ; 21920 (0.038) ; 114972 (0.035) ; nlsj47984 (0.031) ; 85873 (0.030) ; 69419 (0.029) ; 15380 (0.028) ; 
0.3559183313197357   T=4,K=2:  436 (0.118) ; 75595 (0.098) ; 57460 (0.081) ; 69419 (0.061) ; 114972 (0.039) ; nlsj47984 (0.035) ; 57466 (0.035) ; 85873 (0.033) ; 21920 (0.028) ; 15380 (0.026) ; 
0.3022599440527665   T=5,K=2:  436 (0.145) ; 69419 (0.067) ; 75595 (0.066) ; 57460 (0.066) ; 85873 (0.039) ; 114972 (0.033) ; 112720 (0.031) ; nlsj47984 (0.030) ; 57466 (0.029) ; 80525 (0.026) ; 
0.34777206706744807   T=6,K=2:  436 (0.141) ; 57460 (0.084) ; 69419 (0.061) ; 80525 (0.041) ; 75595 (0.041) ; 57466 (0.035) ; 85873 (0.035) ; nlsj47984 (0.034) ; 21920 (0.032) ; 114972 (0.029) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=2:  436 (0.122) ; 75595 (0.092) ; 57460 (0.072) ; 69419 (0.048) ; 114972 (0.047) ; 21920 (0.044) ; 85873 (0.038) ; 80525 (0.031) ; nlsj47984 (0.030) ; 15380 (0.027) ; 

0.12895879539169736   T=0,K=3:  15121 (0.054) ; 75595 (0.047) ; 13852 (0.039) ; 75306 (0.035) ; 111764 (0.034) ; 37720 (0.033) ; 9757 (0.030) ; 75316 (0.029) ; 22209 (0.027) ; 75352 (0.025) ; 
0.07859446761922315   T=1,K=3:  15121 (0.044) ; 13852 (0.040) ; 75306 (0.040) ; 75595 (0.035) ; 22209 (0.034) ; 111764 (0.029) ; 71404 (0.028) ; 67485 (0.027) ; 74126 (0.024) ; 95522 (0.022) ; 
0.06528654631166778   T=2,K=3:  75306 (0.053) ; 15121 (0.039) ; 22209 (0.034) ; 75595 (0.034) ; 75316 (0.030) ; 9757 (0.028) ; 67485 (0.027) ; 59708 (0.027) ; 71404 (0.026) ; 74126 (0.025) ; 
0.12193385096189659   T=3,K=3:  75595 (0.039) ; 75306 (0.035) ; 15121 (0.031) ; 13852 (0.029) ; 22209 (0.028) ; 75316 (0.028) ; 59708 (0.027) ; 116470 (0.025) ; 67485 (0.023) ; 74126 (0.023) ; 
0.15253906981744492   T=4,K=3:  15121 (0.047) ; 37720 (0.031) ; 116470 (0.026) ; 75595 (0.026) ; 71404 (0.025) ; 75316 (0.025) ; 75306 (0.024) ; 9757 (0.023) ; 59708 (0.022) ; 13852 (0.021) ; 
0.21633130282134833   T=5,K=3:  15121 (0.044) ; 69419 (0.032) ; 37720 (0.031) ; 116470 (0.029) ; 59708 (0.026) ; 71404 (0.026) ; 75316 (0.024) ; 85665 (0.023) ; 70495 (0.022) ; 13852 (0.022) ; 
0.12509514825925955   T=6,K=3:  13852 (0.042) ; 116470 (0.039) ; 15121 (0.037) ; 37720 (0.032) ; 75306 (0.031) ; 75316 (0.027) ; 59708 (0.026) ; 83251 (0.025) ; 70495 (0.024) ; 75595 (0.023) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=3:  15121 (0.042) ; 75306 (0.034) ; 75595 (0.032) ; 13852 (0.031) ; 75316 (0.026) ; 37720 (0.026) ; 22209 (0.025) ; 59708 (0.024) ; 71404 (0.023) ; 116470 (0.023) ; 

0.5048911771209171   T=0,K=4:  104421 (0.049) ; 11229 (0.045) ; 100964 (0.035) ; 82665 (0.033) ; 22100 (0.031) ; nlsj59923 (0.026) ; 22209 (0.026) ; 75653 (0.024) ; 63814 (0.024) ; nlsj52509 (0.022) ; 
0.39101081886741035   T=1,K=4:  104421 (0.045) ; 75653 (0.040) ; 11229 (0.036) ; 60317 (0.035) ; 63814 (0.033) ; 32657 (0.033) ; 22100 (0.032) ; 82665 (0.030) ; 51737 (0.026) ; 73707 (0.025) ; 
0.41150165958283824   T=2,K=4:  60317 (0.050) ; 11229 (0.041) ; 63814 (0.038) ; nlsj59923 (0.036) ; 82665 (0.030) ; 75653 (0.029) ; 73707 (0.029) ; 22100 (0.028) ; 104421 (0.026) ; 63550 (0.025) ; 
0.2565484749447548   T=3,K=4:  75653 (0.045) ; 63814 (0.041) ; 11229 (0.041) ; 73707 (0.040) ; 60317 (0.039) ; 22100 (0.036) ; 104421 (0.030) ; 32657 (0.027) ; 82665 (0.025) ; nlsj59923 (0.023) ; 
0.2546438164284715   T=4,K=4:  63814 (0.058) ; 82665 (0.056) ; 75653 (0.052) ; 60317 (0.048) ; 32657 (0.040) ; nlsj59923 (0.029) ; 63550 (0.027) ; 112720 (0.026) ; 11229 (0.024) ; 22100 (0.022) ; 
0.09435628818792949   T=5,K=4:  60317 (0.058) ; 75653 (0.054) ; 63814 (0.053) ; 82665 (0.047) ; 32657 (0.029) ; 63550 (0.028) ; nlsj12527 (0.026) ; 112720 (0.025) ; 11229 (0.024) ; nlsj59923 (0.023) ; 
0.2135458429444348   T=6,K=4:  82665 (0.060) ; 63814 (0.040) ; 112720 (0.040) ; 75653 (0.039) ; 60317 (0.035) ; 32657 (0.033) ; 63550 (0.029) ; 101982 (0.024) ; nlsj59923 (0.024) ; 22100 (0.023) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=4:  60317 (0.041) ; 63814 (0.041) ; 75653 (0.041) ; 82665 (0.040) ; 11229 (0.032) ; 32657 (0.030) ; 22100 (0.028) ; 104421 (0.027) ; nlsj59923 (0.026) ; 73707 (0.024) ; 

===============  per time  ===============
Time=0  
0.06797006677118084   T=0,K=0:  14266 (0.034) ; 77030 (0.032) ; 20674 (0.031) ; 62258 (0.031) ; 85306 (0.029) ; 44660 (0.028) ; 31161 (0.025) ; 43206 (0.023) ; 39847 (0.023) ; 46804 (0.022) ; 
0.1214816905125435   T=0,K=1:  22210 (0.093) ; 37405 (0.087) ; 75595 (0.059) ; nlsj56179 (0.045) ; 28569 (0.045) ; nlsj71743 (0.044) ; 5390 (0.031) ; 31562 (0.029) ; 66750 (0.029) ; 45996 (0.026) ; 
0.17669827020366105   T=0,K=2:  436 (0.093) ; 75595 (0.091) ; 21920 (0.073) ; 114972 (0.072) ; 57460 (0.067) ; 69419 (0.043) ; 85873 (0.036) ; 73672 (0.033) ; 15380 (0.033) ; 35417 (0.030) ; 
0.12895879539169736   T=0,K=3:  15121 (0.054) ; 75595 (0.047) ; 13852 (0.039) ; 75306 (0.035) ; 111764 (0.034) ; 37720 (0.033) ; 9757 (0.030) ; 75316 (0.029) ; 22209 (0.027) ; 75352 (0.025) ; 
0.5048911771209171   T=0,K=4:  104421 (0.049) ; 11229 (0.045) ; 100964 (0.035) ; 82665 (0.033) ; 22100 (0.031) ; nlsj59923 (0.026) ; 22209 (0.026) ; 75653 (0.024) ; 63814 (0.024) ; nlsj52509 (0.022) ; 

Time=1  
0.07790171994077955   T=1,K=0:  85306 (0.043) ; 20674 (0.037) ; 14266 (0.036) ; 77030 (0.029) ; 62258 (0.028) ; 43206 (0.026) ; 46804 (0.025) ; 31161 (0.023) ; 39847 (0.022) ; 31333 (0.020) ; 
0.17290706997570546   T=1,K=1:  37405 (0.087) ; 75595 (0.080) ; 22210 (0.077) ; 28569 (0.049) ; nlsj56179 (0.046) ; 66750 (0.045) ; nlsj71743 (0.039) ; 31562 (0.035) ; 26499 (0.023) ; nlsj32160 (0.023) ; 
0.27958592359688145   T=1,K=2:  75595 (0.135) ; 436 (0.080) ; 57460 (0.068) ; 114972 (0.065) ; 21920 (0.060) ; 80525 (0.057) ; 85873 (0.045) ; 69419 (0.036) ; 35417 (0.028) ; 73672 (0.026) ; 
0.07859446761922315   T=1,K=3:  15121 (0.044) ; 13852 (0.040) ; 75306 (0.040) ; 75595 (0.035) ; 22209 (0.034) ; 111764 (0.029) ; 71404 (0.028) ; 67485 (0.027) ; 74126 (0.024) ; 95522 (0.022) ; 
0.39101081886741035   T=1,K=4:  104421 (0.045) ; 75653 (0.040) ; 11229 (0.036) ; 60317 (0.035) ; 63814 (0.033) ; 32657 (0.033) ; 22100 (0.032) ; 82665 (0.030) ; 51737 (0.026) ; 73707 (0.025) ; 

Time=2  
0.043116996463148594   T=2,K=0:  20674 (0.062) ; 85306 (0.055) ; 43206 (0.036) ; 46804 (0.035) ; 14266 (0.031) ; 31161 (0.025) ; nlsj114757 (0.022) ; 77030 (0.022) ; 62258 (0.022) ; nlsj5627 (0.019) ; 
0.11447298831651283   T=2,K=1:  22210 (0.117) ; 75595 (0.081) ; 37405 (0.060) ; nlsj56179 (0.051) ; nlsj71743 (0.049) ; 66750 (0.049) ; 28569 (0.043) ; 31562 (0.034) ; 79223 (0.029) ; 104421 (0.023) ; 
0.36562180932583266   T=2,K=2:  436 (0.104) ; 75595 (0.095) ; 57460 (0.068) ; 114972 (0.060) ; 21920 (0.050) ; 85873 (0.046) ; 69419 (0.039) ; nlsj47984 (0.037) ; 15380 (0.031) ; 95258 (0.025) ; 
