2392 documents , 1 concepts , 4338 context features (nlsj76838) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 15, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 1000


map[]

===============  per type  ===============
0.0022464259136448584   T=0,K=0:  14835 (0.074) ; 55997 (0.022) ; 51825 (0.018) ; 31565 (0.016) ; 84505 (0.015) ; 65529 (0.014) ; 77603 (0.014) ; 90504 (0.014) ; 42214 (0.013) ; 73348 (0.012) ; 
0.005226096142888207   T=1,K=0:  14835 (0.051) ; 55997 (0.018) ; 68641 (0.015) ; 51825 (0.015) ; nlsj76838 (0.014) ; 67068 (0.014) ; 90504 (0.012) ; 84505 (0.011) ; 42214 (0.010) ; 112094 (0.010) ; 
0.008291548443049265   T=2,K=0:  14835 (0.038) ; 68641 (0.015) ; 84505 (0.015) ; 67068 (0.014) ; 51825 (0.014) ; 90504 (0.013) ; 73348 (0.012) ; nlsj76838 (0.012) ; 55997 (0.012) ; 65529 (0.011) ; 
0.08284944681489124   T=3,K=0:  14835 (0.028) ; 63772 (0.018) ; 68641 (0.017) ; 30811 (0.014) ; 84505 (0.014) ; 51825 (0.012) ; 37776 (0.011) ; 65529 (0.011) ; 70962 (0.011) ; 80327 (0.011) ; 
0.014938295654541212   T=4,K=0:  68641 (0.021) ; 14835 (0.019) ; 37776 (0.015) ; 80327 (0.014) ; 55910 (0.014) ; 84505 (0.014) ; 100495 (0.012) ; 85654 (0.011) ; 65529 (0.010) ; 63772 (0.010) ; 
0.014379002459571882   T=5,K=0:  68641 (0.021) ; 84505 (0.020) ; 14835 (0.020) ; 37776 (0.016) ; 85654 (0.014) ; 100495 (0.014) ; 36263 (0.014) ; 80327 (0.013) ; 55910 (0.013) ; 65529 (0.012) ; 
0.007974628782518735   T=6,K=0:  68641 (0.032) ; 55910 (0.019) ; 14835 (0.018) ; 31565 (0.016) ; 80327 (0.016) ; 84505 (0.016) ; 36263 (0.015) ; 37776 (0.015) ; 51662 (0.011) ; nlsj61372 (0.011) ; 
0.010336867136189342   T=7,K=0:  68641 (0.021) ; 14835 (0.019) ; 37776 (0.018) ; 31565 (0.018) ; 55910 (0.016) ; 36263 (0.013) ; 84505 (0.013) ; 24444 (0.012) ; 100495 (0.011) ; 80327 (0.011) ; 
0.013496993460467732   T=8,K=0:  68641 (0.020) ; 14835 (0.016) ; 63772 (0.015) ; 37776 (0.015) ; 31565 (0.015) ; 80327 (0.015) ; 55910 (0.014) ; 36263 (0.013) ; 39420 (0.012) ; 112060 (0.012) ; 
0.010831993122817475   T=9,K=0:  80327 (0.025) ; 68641 (0.017) ; 14835 (0.016) ; 22100 (0.015) ; 84505 (0.013) ; 1397 (0.013) ; 63772 (0.013) ; 36263 (0.012) ; 112060 (0.012) ; 39420 (0.012) ; 
0.009843470732926884   T=10,K=0:  80327 (0.028) ; 84505 (0.020) ; 112060 (0.016) ; 68641 (0.015) ; 22100 (0.014) ; 61056 (0.013) ; 26447 (0.013) ; 51849 (0.013) ; 96089 (0.013) ; 39420 (0.013) ; 
0.014049703112112857   T=11,K=0:  84505 (0.024) ; 80327 (0.022) ; 96089 (0.018) ; 22100 (0.015) ; 61056 (0.015) ; 39420 (0.013) ; 26447 (0.013) ; 51849 (0.012) ; 112060 (0.011) ; 64316 (0.011) ; 
0.0020602107144331258   T=12,K=0:  64316 (0.018) ; 84505 (0.018) ; 22100 (0.017) ; 80327 (0.016) ; 96089 (0.016) ; 61056 (0.016) ; 77764 (0.014) ; 51849 (0.012) ; 63772 (0.012) ; 51825 (0.011) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=0:  14835 (0.025) ; 68641 (0.017) ; 84505 (0.016) ; 80327 (0.015) ; 31565 (0.012) ; 63772 (0.011) ; 37776 (0.011) ; 55910 (0.011) ; nlsj76838 (0.009) ; 51825 (0.009) ; 

0.008166772742544064   T=0,K=1:  26943 (0.037) ; 8665 (0.022) ; 56393 (0.020) ; nlsj61372 (0.019) ; 46195 (0.016) ; nlsj76838 (0.014) ; 80140 (0.013) ; 114553 (0.011) ; 11058 (0.011) ; 24801 (0.011) ; 
0.0034275579355239867   T=1,K=1:  26943 (0.019) ; 8665 (0.017) ; nlsj61372 (0.014) ; 46195 (0.014) ; nlsj76838 (0.014) ; 56393 (0.014) ; 24801 (0.012) ; 62204 (0.012) ; 80011 (0.011) ; 45996 (0.011) ; 
0.010020384133488472   T=2,K=1:  26943 (0.021) ; 8665 (0.015) ; nlsj76838 (0.014) ; 45996 (0.014) ; nlsj61372 (0.011) ; 56393 (0.011) ; 24801 (0.010) ; 46195 (0.010) ; 15133 (0.009) ; 80011 (0.009) ; 
0.06619777144292567   T=3,K=1:  26943 (0.018) ; nlsj76838 (0.015) ; 8665 (0.013) ; 45996 (0.012) ; 62204 (0.012) ; 80011 (0.009) ; 20621 (0.009) ; 84494 (0.009) ; 56393 (0.008) ; 30790 (0.008) ; 
