477 documents , 1 concepts , 1911 context features (59339) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 142, times 10, dT 100, I 1000


map[]

===============  per type  ===============
0.06981521061499978   T=0,K=0:  45996 (0.030) ; 28569 (0.028) ; 22209 (0.024) ; 115201 (0.021) ; 100693 (0.021) ; 26887 (0.020) ; 73335 (0.016) ; 11683 (0.015) ; 85619 (0.012) ; 115887 (0.011) ; 
0.0663005314837881   T=1,K=0:  45996 (0.030) ; 22209 (0.029) ; 28569 (0.026) ; 100693 (0.025) ; 115201 (0.022) ; 26887 (0.016) ; 73335 (0.016) ; 11683 (0.015) ; 115887 (0.014) ; 84434 (0.013) ; 
0.06322529305275623   T=2,K=0:  22209 (0.035) ; 100693 (0.024) ; 45996 (0.021) ; 28569 (0.019) ; 115201 (0.018) ; 84434 (0.017) ; 115887 (0.017) ; 62204 (0.015) ; 26887 (0.013) ; 85306 (0.012) ; 
0.09769765082891578   T=3,K=0:  22209 (0.032) ; 45996 (0.023) ; 28569 (0.020) ; 115201 (0.019) ; 100693 (0.019) ; 85306 (0.018) ; 74735 (0.016) ; 115887 (0.016) ; 110598 (0.014) ; 84434 (0.013) ; 
0.06662417764118292   T=4,K=0:  22209 (0.030) ; 115887 (0.022) ; 85306 (0.020) ; 45996 (0.020) ; 74735 (0.018) ; 28569 (0.017) ; 110598 (0.017) ; 100693 (0.016) ; 57460 (0.015) ; 26887 (0.014) ; 
0.05067279911861914   T=5,K=0:  115887 (0.037) ; 45996 (0.020) ; 22209 (0.019) ; 110598 (0.018) ; 57460 (0.017) ; 4845 (0.014) ; 28569 (0.013) ; 84505 (0.012) ; 85306 (0.012) ; 85619 (0.012) ; 
0.03461629670655613   T=6,K=0:  45996 (0.030) ; 28569 (0.024) ; 110598 (0.022) ; 115887 (0.021) ; 84505 (0.016) ; 26887 (0.015) ; 4845 (0.014) ; 57460 (0.014) ; 22209 (0.012) ; 73064 (0.011) ; 
0.1945199719462165   T=7,K=0:  45996 (0.024) ; 28569 (0.023) ; 110598 (0.021) ; 4845 (0.019) ; 57460 (0.017) ; 100693 (0.015) ; 22209 (0.014) ; 84505 (0.013) ; 110639 (0.013) ; 63772 (0.011) ; 
0.08282990454964308   T=8,K=0:  45996 (0.018) ; 57460 (0.017) ; 85619 (0.016) ; 28569 (0.015) ; 110639 (0.015) ; 22209 (0.014) ; 115887 (0.014) ; 4845 (0.014) ; 100693 (0.014) ; 110598 (0.012) ; 
0.10509823516001335   T=9,K=0:  57460 (0.019) ; 110639 (0.018) ; 4845 (0.015) ; 100693 (0.014) ; 45996 (0.014) ; 22209 (0.014) ; 63772 (0.014) ; 73064 (0.013) ; 85619 (0.013) ; 103922 (0.012) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=0:  45996 (0.023) ; 22209 (0.022) ; 28569 (0.019) ; 115887 (0.017) ; 100693 (0.017) ; 110598 (0.014) ; 57460 (0.014) ; 115201 (0.012) ; 85306 (0.012) ; 26887 (0.012) ; 

0.0685761152642977   T=0,K=1:  114816 (0.027) ; 52571 (0.025) ; 48291 (0.025) ; 45936 (0.024) ; 51647 (0.023) ; 8665 (0.018) ; nlsj2565 (0.017) ; 62204 (0.016) ; 54217 (0.016) ; 16862 (0.016) ; 
0.05891532415799488   T=1,K=1:  52571 (0.032) ; 114816 (0.030) ; 51647 (0.027) ; 45936 (0.020) ; nlsj2565 (0.020) ; 62204 (0.019) ; 48291 (0.019) ; 65552 (0.017) ; 21872 (0.014) ; 8665 (0.013) ; 
0.17048680060805974   T=2,K=1:  51647 (0.029) ; 8665 (0.025) ; nlsj2565 (0.023) ; 114816 (0.023) ; 52571 (0.021) ; 45936 (0.019) ; 62204 (0.017) ; 54217 (0.015) ; 84494 (0.015) ; 16862 (0.014) ; 
0.10270995742483205   T=3,K=1:  8665 (0.024) ; 114816 (0.024) ; 51647 (0.022) ; 52571 (0.021) ; 84494 (0.017) ; nlsj2565 (0.017) ; 62204 (0.017) ; 48291 (0.014) ; 45936 (0.014) ; 42887 (0.013) ; 
0.07181693953975885   T=4,K=1:  114816 (0.030) ; 8665 (0.016) ; 23069 (0.015) ; 51647 (0.015) ; 42887 (0.015) ; 52571 (0.014) ; nlsj56179 (0.014) ; 84494 (0.014) ; 62204 (0.014) ; 48291 (0.014) ; 
0.10299689392402078   T=5,K=1:  114816 (0.019) ; 62204 (0.018) ; 42887 (0.016) ; 52571 (0.015) ; nlsj97094 (0.015) ; 47614 (0.013) ; nlsj2565 (0.012) ; nlsj76838 (0.012) ; 84494 (0.012) ; 8665 (0.011) ; 
0.14423148198233587   T=6,K=1:  62204 (0.026) ; nlsj4887 (0.019) ; 114816 (0.017) ; nlsj8671 (0.015) ; 42887 (0.014) ; nlsj97094 (0.013) ; 52571 (0.012) ; nlsj2565 (0.012) ; 100957 (0.012) ; 65552 (0.010) ; 
0.1270336809032937   T=7,K=1:  62204 (0.026) ; 65552 (0.014) ; 114816 (0.012) ; 25053 (0.012) ; nlsj97094 (0.011) ; 52571 (0.011) ; nlsj4887 (0.011) ; 22209 (0.011) ; 73277 (0.011) ; 23069 (0.010) ; 
0.07342241954329397   T=8,K=1:  62204 (0.028) ; 65552 (0.017) ; 23069 (0.017) ; 16051 (0.016) ; nlsj2565 (0.013) ; 52571 (0.013) ; nlsj8774 (0.011) ; 22209 (0.011) ; 84295 (0.011) ; 50721 (0.010) ; 
0.12108610986247942   T=9,K=1:  62204 (0.023) ; 16051 (0.022) ; nlsj4887 (0.019) ; 65552 (0.019) ; 23069 (0.016) ; nlsj56179 (0.015) ; 52571 (0.014) ; 84494 (0.011) ; 22209 (0.011) ; 100957 (0.010) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=1:  62204 (0.020) ; 114816 (0.020) ; 52571 (0.018) ; 51647 (0.016) ; nlsj2565 (0.014) ; 65552 (0.013) ; 8665 (0.013) ; 84494 (0.012) ; 45936 (0.012) ; 23069 (0.011) ; 

0.1688065202467553   T=0,K=2:  71308 (0.032) ; nlsj96033 (0.022) ; 61925 (0.022) ; 98974 (0.020) ; 90830 (0.020) ; 59760 (0.018) ; 22100 (0.018) ; 23445 (0.018) ; 86083 (0.017) ; 83774 (0.016) ; 
0.19499546906038331   T=1,K=2:  71308 (0.034) ; nlsj96033 (0.023) ; 61925 (0.021) ; 22100 (0.021) ; 98974 (0.020) ; 83774 (0.019) ; 106974 (0.017) ; 86083 (0.017) ; 81049 (0.015) ; 21872 (0.013) ; 
0.06468970787647475   T=2,K=2:  71308 (0.045) ; nlsj96033 (0.027) ; 83774 (0.018) ; 22100 (0.018) ; 73277 (0.017) ; 81049 (0.016) ; 61925 (0.015) ; 86083 (0.014) ; 84505 (0.014) ; 105392 (0.014) ; 
0.07641549968676987   T=3,K=2:  71308 (0.035) ; nlsj96033 (0.030) ; 22100 (0.019) ; 73277 (0.015) ; 81049 (0.015) ; 84505 (0.014) ; 59760 (0.013) ; 26207 (0.013) ; 86083 (0.012) ; 83774 (0.012) ; 
0.10129049941244853   T=4,K=2:  71308 (0.026) ; 22100 (0.023) ; 73277 (0.019) ; 81049 (0.017) ; nlsj96033 (0.015) ; 83774 (0.014) ; 59760 (0.012) ; 86083 (0.010) ; 106974 (0.010) ; 43723 (0.009) ; 
0.09656913093734484   T=5,K=2:  22100 (0.027) ; 71308 (0.021) ; 83774 (0.016) ; 43723 (0.015) ; 59760 (0.014) ; 73277 (0.014) ; 81049 (0.013) ; 86083 (0.013) ; 28345 (0.013) ; 26207 (0.012) ; 
0.07944478062539992   T=6,K=2:  22100 (0.029) ; 73277 (0.014) ; 43723 (0.014) ; 81049 (0.013) ; 86083 (0.012) ; 15293 (0.012) ; 72195 (0.012) ; 84505 (0.012) ; 47735 (0.010) ; 71308 (0.010) ; 
0.0910646093409122   T=7,K=2:  22100 (0.020) ; 43723 (0.015) ; nlsj6024 (0.015) ; 51849 (0.015) ; 72195 (0.014) ; 86083 (0.013) ; 23445 (0.013) ; 90504 (0.012) ; 106696 (0.011) ; 69863 (0.011) ; 
