756 documents , 1 concepts , 2613 context features (59339) 
kappaF 100.000000, kappaK 2.000000, a0 1.000000, b0 1.000000, K 12, max_docs_per_slice 2000, start -700, end 400, times 12, dT 100, I 1000


map[]

===============  per type  ===============
1.4529772093251016e-14   T=0,K=0:  22209 (0.020) ; 54217 (0.018) ; 84234 (0.018) ; 85625 (0.012) ; 260 (0.011) ; 15274 (0.010) ; 12252 (0.008) ; 106502 (0.007) ; 113388 (0.007) ; 4493 (0.007) ; 
1.6131384221906242e-15   T=1,K=0:  22209 (0.019) ; 54217 (0.019) ; 84234 (0.017) ; 85625 (0.012) ; 260 (0.011) ; 15274 (0.010) ; 12252 (0.008) ; 106502 (0.008) ; 4493 (0.007) ; 102991 (0.007) ; 
2.332833171814721e-13   T=2,K=0:  54217 (0.021) ; 22209 (0.019) ; 84234 (0.015) ; 85625 (0.012) ; 15274 (0.010) ; 260 (0.010) ; 12252 (0.009) ; 106502 (0.008) ; 102991 (0.008) ; 105974 (0.007) ; 
2.2745467608065267e-15   T=3,K=0:  54217 (0.019) ; 22209 (0.018) ; 84234 (0.015) ; 85625 (0.013) ; 15274 (0.010) ; 12252 (0.009) ; 260 (0.009) ; 106502 (0.008) ; 102991 (0.008) ; 4493 (0.007) ; 
1.757028022151181e-10   T=4,K=0:  54217 (0.021) ; 22209 (0.017) ; 84234 (0.015) ; 85625 (0.012) ; 15274 (0.010) ; 106502 (0.009) ; 12252 (0.009) ; 260 (0.009) ; 102991 (0.008) ; 105974 (0.007) ; 
4.828318598323886e-10   T=5,K=0:  54217 (0.022) ; 22209 (0.017) ; 84234 (0.013) ; 85625 (0.012) ; 12252 (0.010) ; 102991 (0.009) ; 106502 (0.009) ; 15274 (0.009) ; 260 (0.008) ; 105974 (0.007) ; 
1.518589875452329e-08   T=6,K=0:  54217 (0.020) ; 22209 (0.016) ; 84234 (0.012) ; 85625 (0.010) ; 12252 (0.009) ; 106502 (0.008) ; 260 (0.008) ; 15274 (0.008) ; 102991 (0.008) ; 105974 (0.008) ; 
5.782488476703724e-08   T=7,K=0:  54217 (0.019) ; 22209 (0.017) ; 84234 (0.013) ; 85625 (0.010) ; 260 (0.010) ; 12252 (0.009) ; 102991 (0.008) ; 106502 (0.008) ; 4071 (0.008) ; 15274 (0.008) ; 
0.0004338496753838449   T=8,K=0:  54217 (0.020) ; 22209 (0.017) ; 84234 (0.015) ; 102991 (0.010) ; 260 (0.010) ; 85625 (0.009) ; 12252 (0.009) ; 4071 (0.008) ; 106502 (0.008) ; 105974 (0.008) ; 
0.0927182792479598   T=9,K=0:  54217 (0.019) ; 22209 (0.017) ; 84234 (0.014) ; 102991 (0.011) ; 85625 (0.010) ; 260 (0.009) ; 106502 (0.009) ; 12252 (0.009) ; 4071 (0.008) ; 15274 (0.007) ; 
0.07673572102760723   T=10,K=0:  54217 (0.020) ; 22209 (0.016) ; 84234 (0.015) ; 102991 (0.011) ; 85625 (0.011) ; 260 (0.010) ; 12252 (0.009) ; 106502 (0.009) ; 4071 (0.007) ; 11197 (0.006) ; 
6.79162429783787e-08   T=11,K=0:  54217 (0.019) ; 22209 (0.016) ; 84234 (0.015) ; 102991 (0.011) ; 85625 (0.009) ; 260 (0.009) ; 106502 (0.007) ; 11197 (0.007) ; 113388 (0.007) ; 12252 (0.007) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=0:  54217 (0.020) ; 22209 (0.017) ; 84234 (0.015) ; 85625 (0.011) ; 260 (0.009) ; 102991 (0.009) ; 12252 (0.009) ; 15274 (0.008) ; 106502 (0.008) ; 105974 (0.007) ; 

6.465149204928119e-10   T=0,K=1:  19546 (0.015) ; 29883 (0.010) ; 102000 (0.010) ; 74571 (0.010) ; 83774 (0.009) ; 75552 (0.009) ; 84494 (0.008) ; 77698 (0.008) ; nlsj59172 (0.008) ; 55149 (0.007) ; 
9.224390260691176e-11   T=1,K=1:  19546 (0.015) ; 102000 (0.011) ; 29883 (0.011) ; 83774 (0.010) ; 74571 (0.009) ; 75552 (0.009) ; 84494 (0.008) ; 77698 (0.008) ; 55149 (0.008) ; nlsj59172 (0.007) ; 
2.4582993815338195e-10   T=2,K=1:  19546 (0.018) ; 29883 (0.012) ; 102000 (0.011) ; 83774 (0.009) ; 75552 (0.009) ; 77698 (0.009) ; 74571 (0.008) ; 84494 (0.008) ; 51849 (0.007) ; 55149 (0.007) ; 
7.952272070549841e-13   T=3,K=1:  19546 (0.016) ; 29883 (0.011) ; 102000 (0.011) ; 83774 (0.009) ; 75552 (0.009) ; 77698 (0.009) ; 74571 (0.008) ; nlsj59172 (0.007) ; 84494 (0.007) ; 51849 (0.007) ; 
3.947190060717465e-08   T=4,K=1:  19546 (0.017) ; 102000 (0.013) ; 29883 (0.011) ; 83774 (0.009) ; 74571 (0.008) ; 77698 (0.008) ; 84494 (0.007) ; 51849 (0.007) ; 75552 (0.007) ; nlsj59172 (0.007) ; 
3.588600182795653e-05   T=5,K=1:  19546 (0.020) ; 102000 (0.014) ; 29883 (0.010) ; 83774 (0.008) ; 77698 (0.008) ; 84494 (0.007) ; 45996 (0.007) ; 66199 (0.007) ; 74571 (0.007) ; 75552 (0.007) ; 
2.032504110405507e-05   T=6,K=1:  19546 (0.020) ; 102000 (0.014) ; 29883 (0.009) ; 66199 (0.008) ; 84494 (0.008) ; 77698 (0.007) ; 45996 (0.007) ; 90504 (0.007) ; nlsj100942 (0.007) ; 83774 (0.007) ; 
0.11173503556116329   T=7,K=1:  19546 (0.018) ; 102000 (0.013) ; 84494 (0.008) ; 29883 (0.008) ; 77698 (0.008) ; 66199 (0.008) ; 74571 (0.007) ; 90504 (0.007) ; 45996 (0.007) ; 55149 (0.007) ; 
0.0017302017012668887   T=8,K=1:  19546 (0.020) ; 102000 (0.012) ; 84494 (0.009) ; 55149 (0.008) ; 77698 (0.008) ; 29883 (0.008) ; 51849 (0.008) ; 66199 (0.007) ; 90504 (0.007) ; 74571 (0.007) ; 
2.9870332090053746e-05   T=9,K=1:  19546 (0.019) ; 102000 (0.012) ; 84494 (0.010) ; 55149 (0.009) ; 66199 (0.009) ; 51849 (0.008) ; 90504 (0.008) ; 45996 (0.007) ; 29883 (0.007) ; 74571 (0.007) ; 
3.425402659947012e-07   T=10,K=1:  19546 (0.020) ; 102000 (0.011) ; 66199 (0.010) ; 84494 (0.009) ; 51849 (0.008) ; 29883 (0.008) ; nlsj100942 (0.008) ; 55149 (0.008) ; 90504 (0.007) ; 77698 (0.007) ; 
3.2618915277762284e-10   T=11,K=1:  19546 (0.019) ; 102000 (0.011) ; 55149 (0.010) ; 84494 (0.010) ; 66199 (0.010) ; 51849 (0.009) ; 77698 (0.008) ; nlsj100942 (0.007) ; 90504 (0.007) ; 29883 (0.007) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=1:  19546 (0.018) ; 102000 (0.012) ; 29883 (0.009) ; 84494 (0.008) ; 77698 (0.008) ; 74571 (0.007) ; 55149 (0.007) ; 75552 (0.007) ; 51849 (0.007) ; 83774 (0.007) ; 

3.202150337144302e-24   T=0,K=2:  26447 (0.017) ; 73277 (0.015) ; 24394 (0.015) ; 84234 (0.014) ; 115201 (0.009) ; 68641 (0.008) ; nlsj76838 (0.007) ; 66594 (0.007) ; 97121 (0.007) ; 28569 (0.007) ; 
1.8400743368121493e-25   T=1,K=2:  26447 (0.016) ; 24394 (0.015) ; 73277 (0.015) ; 84234 (0.012) ; 115201 (0.008) ; 97121 (0.008) ; 68641 (0.008) ; 66594 (0.007) ; nlsj76838 (0.007) ; 28569 (0.006) ; 
2.7535379833663914e-21   T=2,K=2:  26447 (0.017) ; 73277 (0.016) ; 24394 (0.015) ; 84234 (0.012) ; 115201 (0.009) ; 68641 (0.008) ; 97121 (0.007) ; 28569 (0.007) ; 66594 (0.007) ; nlsj76838 (0.006) ; 
3.9938177018992435e-23   T=3,K=2:  26447 (0.018) ; 73277 (0.017) ; 84234 (0.014) ; 24394 (0.013) ; 115201 (0.008) ; 97121 (0.008) ; 28569 (0.008) ; 68641 (0.007) ; 260 (0.007) ; 66594 (0.006) ; 
1.565505465593691e-19   T=4,K=2:  26447 (0.018) ; 73277 (0.016) ; 84234 (0.015) ; 24394 (0.012) ; 115201 (0.008) ; 28569 (0.008) ; 260 (0.007) ; 63845 (0.007) ; 97121 (0.007) ; 47931 (0.006) ; 
1.7966622998040533e-14   T=5,K=2:  84234 (0.017) ; 26447 (0.016) ; 73277 (0.015) ; 24394 (0.012) ; 115201 (0.009) ; 28569 (0.007) ; 260 (0.007) ; 47931 (0.007) ; nlsj76838 (0.006) ; 97121 (0.006) ; 
1.1501522634611494e-13   T=6,K=2:  84234 (0.018) ; 26447 (0.016) ; 73277 (0.014) ; 24394 (0.013) ; 115201 (0.010) ; 28569 (0.008) ; 97121 (0.007) ; 260 (0.007) ; 47931 (0.007) ; nlsj76838 (0.006) ; 
3.627489780113782e-09   T=7,K=2:  84234 (0.019) ; 26447 (0.015) ; 73277 (0.014) ; 24394 (0.013) ; 115201 (0.011) ; 68641 (0.008) ; 97121 (0.008) ; 260 (0.007) ; 47931 (0.007) ; 28569 (0.007) ; 
