756 documents , 1 concepts , 2613 context features (59339) 
kappaF 100.000000, kappaK 2.000000, a0 1.000000, b0 1.000000, K 4, max_docs_per_slice 2000, start -700, end 400, times 12, dT 100, I 1000


map[]

===============  per type  ===============
5.143882299265493e-06   T=0,K=0:  22209 (0.016) ; 71023 (0.014) ; 59339 (0.011) ; 45996 (0.011) ; 84494 (0.010) ; 21902 (0.009) ; 59295 (0.008) ; 70922 (0.008) ; 110598 (0.008) ; 48291 (0.007) ; 
2.0603280786464327e-05   T=1,K=0:  22209 (0.018) ; 59339 (0.012) ; 71023 (0.012) ; 84494 (0.011) ; 45996 (0.009) ; 21902 (0.009) ; 48291 (0.008) ; 70922 (0.008) ; 59295 (0.008) ; 110598 (0.008) ; 
0.0001125133284760117   T=2,K=0:  22209 (0.015) ; 71023 (0.012) ; 84494 (0.011) ; 59339 (0.011) ; 45996 (0.008) ; 110598 (0.008) ; 48291 (0.008) ; 59295 (0.008) ; 70922 (0.007) ; 21902 (0.007) ; 
1.2184216857202896e-06   T=3,K=0:  22209 (0.014) ; 84494 (0.012) ; 71023 (0.011) ; 59339 (0.010) ; 110598 (0.009) ; 48291 (0.009) ; 45996 (0.008) ; 59295 (0.008) ; 73277 (0.007) ; 90504 (0.007) ; 
5.305065682095167e-06   T=4,K=0:  22209 (0.015) ; 84494 (0.012) ; 71023 (0.011) ; 59339 (0.010) ; 110598 (0.009) ; 48291 (0.008) ; 90504 (0.008) ; 45996 (0.007) ; 59295 (0.007) ; 23242 (0.007) ; 
3.657073335121508e-07   T=5,K=0:  22209 (0.014) ; 110598 (0.011) ; 84494 (0.011) ; 71023 (0.010) ; 59339 (0.010) ; 45996 (0.008) ; 90504 (0.007) ; 59295 (0.007) ; 70922 (0.007) ; 52774 (0.007) ; 
8.991279934956262e-06   T=6,K=0:  22209 (0.012) ; 71023 (0.011) ; 110598 (0.010) ; 84494 (0.010) ; 59339 (0.009) ; 45996 (0.008) ; 48291 (0.008) ; 59295 (0.008) ; 90504 (0.007) ; 52774 (0.007) ; 
0.008117392696413461   T=7,K=0:  22209 (0.013) ; 84494 (0.011) ; 71023 (0.011) ; 59339 (0.010) ; 110598 (0.009) ; 45996 (0.009) ; 90504 (0.008) ; 48291 (0.008) ; 59295 (0.007) ; 52774 (0.007) ; 
0.002995221728156009   T=8,K=0:  22209 (0.013) ; 59339 (0.011) ; 84494 (0.010) ; 71023 (0.010) ; 110598 (0.009) ; 45996 (0.009) ; 90504 (0.008) ; 52774 (0.007) ; 70922 (0.007) ; 48291 (0.007) ; 
0.0009992331359305027   T=9,K=0:  22209 (0.016) ; 110598 (0.010) ; 90504 (0.010) ; 71023 (0.010) ; 59339 (0.010) ; 45996 (0.009) ; 84494 (0.009) ; 70922 (0.008) ; 52774 (0.007) ; 73277 (0.007) ; 
0.006202388256434295   T=10,K=0:  22209 (0.017) ; 90504 (0.011) ; 71023 (0.010) ; 110598 (0.010) ; 45996 (0.010) ; 59339 (0.009) ; 73277 (0.008) ; 52774 (0.008) ; 70922 (0.008) ; 84494 (0.007) ; 
0.004617209985348207   T=11,K=0:  22209 (0.020) ; 90504 (0.013) ; 110598 (0.011) ; 45996 (0.011) ; 71023 (0.009) ; 70922 (0.009) ; 59339 (0.008) ; 84494 (0.008) ; 73277 (0.008) ; 52774 (0.007) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=0:  22209 (0.015) ; 71023 (0.011) ; 84494 (0.010) ; 59339 (0.010) ; 110598 (0.010) ; 45996 (0.009) ; 90504 (0.008) ; 48291 (0.008) ; 70922 (0.007) ; 73277 (0.007) ; 

0.06420512327359225   T=0,K=1:  8909 (0.014) ; 98584 (0.012) ; 43206 (0.011) ; 84234 (0.009) ; 45996 (0.009) ; 114816 (0.008) ; 73277 (0.008) ; 90504 (0.008) ; 84494 (0.007) ; 79223 (0.007) ; 
0.23173611782311876   T=1,K=1:  8909 (0.016) ; 98584 (0.011) ; 45996 (0.011) ; 43206 (0.010) ; 84234 (0.010) ; 115887 (0.009) ; 114816 (0.008) ; 73277 (0.008) ; 79223 (0.007) ; 90504 (0.007) ; 
