3076 documents , 1 concepts , 5353 context features (28569) 
kappaF 100.000000, kappaK 2.000000, a0 1.000000, b0 1.000000, K 12, max_docs_per_slice 2000, start -700, end 300, times 10, dT 100, I 10000


map[]

===============  per type  ===============
3.9676920304162637e-10   T=0,K=0:  45996 (0.031) ; 85306 (0.013) ; 112720 (0.011) ; 63772 (0.011) ; 22209 (0.010) ; 75552 (0.010) ; 35417 (0.010) ; 28569 (0.009) ; 8909 (0.008) ; 72627 (0.008) ; 
1.4719617325305211e-08   T=1,K=0:  45996 (0.028) ; 22209 (0.011) ; 63772 (0.010) ; 28569 (0.010) ; 85306 (0.010) ; 112720 (0.010) ; 75552 (0.009) ; 35417 (0.009) ; 72627 (0.008) ; 8909 (0.008) ; 
1.1813339361952197e-08   T=2,K=0:  45996 (0.026) ; 28569 (0.011) ; 22209 (0.010) ; 35417 (0.010) ; 85306 (0.009) ; 63772 (0.009) ; 75552 (0.009) ; 112720 (0.008) ; 84494 (0.008) ; 72627 (0.008) ; 
1.438221678710178e-14   T=3,K=0:  45996 (0.030) ; 28569 (0.012) ; 35417 (0.010) ; 85306 (0.010) ; 22209 (0.010) ; 75552 (0.010) ; 72627 (0.009) ; 112720 (0.008) ; 63772 (0.008) ; 73277 (0.008) ; 
3.923794999161847e-20   T=4,K=0:  45996 (0.027) ; 28569 (0.013) ; 22209 (0.011) ; 72627 (0.011) ; 85306 (0.011) ; 63772 (0.010) ; 35417 (0.009) ; 112720 (0.009) ; 75552 (0.008) ; 73277 (0.008) ; 
1.8397248843625044e-17   T=5,K=0:  45996 (0.030) ; 28569 (0.013) ; 72627 (0.013) ; 63772 (0.011) ; 35417 (0.010) ; 22209 (0.010) ; 85306 (0.009) ; 112720 (0.009) ; 73277 (0.009) ; 84494 (0.008) ; 
4.217895696052597e-14   T=6,K=0:  45996 (0.027) ; 28569 (0.015) ; 35417 (0.013) ; 63772 (0.012) ; 72627 (0.012) ; 22209 (0.011) ; 112720 (0.010) ; 76029 (0.008) ; 84494 (0.008) ; 73277 (0.007) ; 
1.5986082004026772e-07   T=7,K=0:  45996 (0.022) ; 28569 (0.018) ; 35417 (0.012) ; 63772 (0.012) ; 72627 (0.012) ; 22209 (0.012) ; 112720 (0.010) ; 76029 (0.009) ; 84494 (0.008) ; 62204 (0.008) ; 
3.4321551732756796e-10   T=8,K=0:  45996 (0.026) ; 28569 (0.020) ; 35417 (0.013) ; 72627 (0.013) ; 22209 (0.012) ; 112720 (0.012) ; 63772 (0.012) ; 84494 (0.009) ; 76029 (0.008) ; 85306 (0.008) ; 
1.2554806788610075e-05   T=9,K=0:  45996 (0.030) ; 28569 (0.023) ; 72627 (0.014) ; 35417 (0.014) ; 112720 (0.012) ; 22209 (0.012) ; 76029 (0.012) ; 63772 (0.011) ; 85306 (0.008) ; 73277 (0.007) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=0:  45996 (0.028) ; 28569 (0.014) ; 35417 (0.011) ; 22209 (0.011) ; 72627 (0.011) ; 63772 (0.011) ; 112720 (0.010) ; 85306 (0.009) ; 75552 (0.008) ; 84494 (0.008) ; 

2.3370299777939404e-32   T=0,K=1:  65552 (0.028) ; 38245 (0.014) ; 45996 (0.010) ; 47735 (0.010) ; 32725 (0.008) ; 56991 (0.008) ; 86219 (0.007) ; 84494 (0.006) ; 8909 (0.006) ; 69901 (0.006) ; 
1.0325933554331078e-35   T=1,K=1:  65552 (0.027) ; 38245 (0.013) ; 45996 (0.010) ; 47735 (0.009) ; 56991 (0.008) ; 32725 (0.008) ; 86219 (0.008) ; 8909 (0.006) ; 69901 (0.006) ; 28569 (0.006) ; 
9.74188921257419e-35   T=2,K=1:  65552 (0.024) ; 45996 (0.011) ; 38245 (0.010) ; 47735 (0.009) ; 56991 (0.009) ; 32725 (0.008) ; 86219 (0.007) ; 8909 (0.006) ; 84494 (0.006) ; 15559 (0.006) ; 
1.0576383274911354e-35   T=3,K=1:  65552 (0.024) ; 45996 (0.011) ; 47735 (0.011) ; 86219 (0.009) ; 38245 (0.008) ; 56991 (0.008) ; 32725 (0.007) ; 84494 (0.007) ; 15559 (0.006) ; 8909 (0.006) ; 
1.528632967570611e-38   T=4,K=1:  65552 (0.021) ; 45996 (0.011) ; 47735 (0.010) ; 86219 (0.008) ; 32725 (0.008) ; 56991 (0.008) ; 38245 (0.007) ; 84494 (0.007) ; 8909 (0.005) ; 64866 (0.005) ; 
9.670526345738006e-38   T=5,K=1:  65552 (0.019) ; 45996 (0.011) ; 47735 (0.010) ; 56991 (0.009) ; 86219 (0.008) ; 84494 (0.007) ; 38245 (0.007) ; 32725 (0.007) ; 69901 (0.005) ; 64866 (0.005) ; 
9.617680518446618e-37   T=6,K=1:  65552 (0.019) ; 45996 (0.012) ; 86219 (0.009) ; 47735 (0.008) ; 32725 (0.008) ; 56991 (0.007) ; 84494 (0.007) ; 38245 (0.007) ; 84234 (0.006) ; 28569 (0.005) ; 
3.555031468239104e-33   T=7,K=1:  65552 (0.018) ; 45996 (0.014) ; 47735 (0.009) ; 86219 (0.009) ; 56991 (0.008) ; 84494 (0.008) ; 32725 (0.007) ; 38245 (0.007) ; 85306 (0.006) ; 84234 (0.005) ; 
1.0760917781813745e-35   T=8,K=1:  65552 (0.022) ; 45996 (0.013) ; 47735 (0.009) ; 84494 (0.009) ; 38245 (0.008) ; 86219 (0.008) ; 56991 (0.008) ; 32725 (0.008) ; 85306 (0.006) ; 15893 (0.005) ; 
4.7042472885848377e-32   T=9,K=1:  65552 (0.024) ; 45996 (0.012) ; 47735 (0.010) ; 86219 (0.009) ; 38245 (0.009) ; 56991 (0.008) ; 84494 (0.008) ; 32725 (0.007) ; 85306 (0.005) ; 15893 (0.005) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=1:  65552 (0.023) ; 45996 (0.012) ; 47735 (0.009) ; 38245 (0.009) ; 86219 (0.008) ; 56991 (0.008) ; 32725 (0.007) ; 84494 (0.007) ; 69901 (0.005) ; 8909 (0.005) ; 

0.2616556073881944   T=0,K=2:  68641 (0.046) ; 66494 (0.032) ; 98417 (0.026) ; 67352 (0.022) ; 84234 (0.022) ; 73277 (0.016) ; 45996 (0.013) ; 92378 (0.011) ; 43206 (0.010) ; 28569 (0.009) ; 
0.06331029911274506   T=1,K=2:  68641 (0.050) ; 66494 (0.028) ; 98417 (0.024) ; 84234 (0.022) ; 67352 (0.022) ; 73277 (0.016) ; 45996 (0.013) ; 92378 (0.012) ; 43206 (0.011) ; 65552 (0.008) ; 
5.159562366629412e-09   T=2,K=2:  68641 (0.049) ; 66494 (0.030) ; 98417 (0.027) ; 84234 (0.024) ; 67352 (0.020) ; 73277 (0.015) ; 45996 (0.011) ; 43206 (0.011) ; 92378 (0.011) ; 16765 (0.008) ; 
1.994713841522223e-14   T=3,K=2:  68641 (0.041) ; 66494 (0.025) ; 98417 (0.025) ; 84234 (0.023) ; 67352 (0.021) ; 73277 (0.014) ; 45996 (0.013) ; 92378 (0.011) ; 43206 (0.010) ; 28566 (0.008) ; 
1.2256850363577077e-22   T=4,K=2:  68641 (0.043) ; 84234 (0.024) ; 98417 (0.024) ; 66494 (0.023) ; 67352 (0.023) ; 73277 (0.014) ; 45996 (0.013) ; 92378 (0.012) ; 16765 (0.009) ; 43206 (0.009) ; 
2.4266825365356738e-23   T=5,K=2:  68641 (0.034) ; 66494 (0.026) ; 67352 (0.025) ; 98417 (0.024) ; 84234 (0.020) ; 45996 (0.014) ; 73277 (0.013) ; 92378 (0.012) ; 43206 (0.009) ; 16765 (0.009) ; 
7.27352917612576e-21   T=6,K=2:  68641 (0.034) ; 66494 (0.025) ; 67352 (0.025) ; 98417 (0.019) ; 84234 (0.019) ; 45996 (0.015) ; 73277 (0.012) ; 92378 (0.011) ; 43206 (0.010) ; 16765 (0.010) ; 
7.990476546292482e-18   T=7,K=2:  68641 (0.032) ; 66494 (0.025) ; 67352 (0.024) ; 98417 (0.021) ; 84234 (0.020) ; 45996 (0.013) ; 92378 (0.012) ; 43206 (0.012) ; 73277 (0.011) ; 16765 (0.010) ; 
2.5012898760577678e-18   T=8,K=2:  67352 (0.028) ; 68641 (0.026) ; 66494 (0.026) ; 84234 (0.023) ; 98417 (0.020) ; 45996 (0.013) ; 43206 (0.012) ; 92378 (0.012) ; 73277 (0.012) ; 110598 (0.011) ; 
1.0654316892908612e-24   T=9,K=2:  68641 (0.031) ; 67352 (0.030) ; 66494 (0.024) ; 84234 (0.022) ; 98417 (0.018) ; 110598 (0.012) ; 16765 (0.012) ; 73277 (0.012) ; 92378 (0.011) ; 43206 (0.011) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=2:  68641 (0.039) ; 66494 (0.026) ; 67352 (0.024) ; 98417 (0.023) ; 84234 (0.022) ; 73277 (0.013) ; 45996 (0.013) ; 92378 (0.011) ; 43206 (0.010) ; 16765 (0.009) ; 

2.0138419724442e-06   T=0,K=3:  84234 (0.011) ; 1564 (0.010) ; 65565 (0.009) ; 75552 (0.006) ; 22209 (0.005) ; 85306 (0.005) ; 45996 (0.005) ; nlsj32160 (0.005) ; 46804 (0.004) ; 65552 (0.004) ; 
1.8613677556960528e-10   T=1,K=3:  65565 (0.010) ; 84234 (0.009) ; 1564 (0.009) ; 75552 (0.006) ; 22209 (0.006) ; nlsj32160 (0.005) ; 45996 (0.005) ; 85306 (0.005) ; 46804 (0.005) ; 19546 (0.004) ; 
1.1339037359668733e-05   T=2,K=3:  65565 (0.011) ; 84234 (0.010) ; 1564 (0.009) ; 45996 (0.006) ; 22209 (0.006) ; 85306 (0.006) ; nlsj32160 (0.006) ; 75552 (0.005) ; 19546 (0.005) ; 106094 (0.005) ; 
6.770561979557851e-16   T=3,K=3:  65565 (0.010) ; 84234 (0.009) ; 1564 (0.009) ; 45996 (0.006) ; 22209 (0.006) ; 106094 (0.005) ; 35417 (0.005) ; 85306 (0.005) ; 63772 (0.005) ; 19546 (0.005) ; 
2.0673146049686014e-15   T=4,K=3:  65565 (0.010) ; 1564 (0.009) ; 84234 (0.008) ; 45996 (0.007) ; 106094 (0.006) ; 19546 (0.006) ; 22209 (0.005) ; 28002 (0.005) ; 85306 (0.005) ; 63772 (0.005) ; 
1.0437544958571401e-14   T=5,K=3:  65565 (0.010) ; 1564 (0.009) ; 84234 (0.008) ; 45996 (0.008) ; 22209 (0.007) ; 19546 (0.006) ; 28002 (0.006) ; 106094 (0.005) ; 85306 (0.005) ; 63772 (0.004) ; 
1.4853748261346564e-12   T=6,K=3:  65565 (0.009) ; 1564 (0.009) ; 45996 (0.008) ; 84234 (0.008) ; 19546 (0.006) ; 22209 (0.006) ; 106094 (0.006) ; 28002 (0.005) ; 85306 (0.005) ; nlsj32160 (0.005) ; 
4.335597420280061e-10   T=7,K=3:  1564 (0.009) ; 65565 (0.008) ; 45996 (0.007) ; 84234 (0.007) ; 28002 (0.006) ; 19546 (0.006) ; 106094 (0.006) ; 22209 (0.005) ; 63772 (0.005) ; nlsj71743 (0.005) ; 
3.2100307004004375e-11   T=8,K=3:  65565 (0.008) ; 84234 (0.008) ; 1564 (0.008) ; 45996 (0.006) ; 19546 (0.006) ; 106094 (0.006) ; 28002 (0.006) ; 22209 (0.005) ; 85306 (0.005) ; 26447 (0.005) ; 
2.038853265301203e-15   T=9,K=3:  84234 (0.010) ; 65565 (0.007) ; 1564 (0.006) ; 45996 (0.006) ; 106094 (0.006) ; 28002 (0.005) ; 22209 (0.005) ; 26447 (0.005) ; 19546 (0.005) ; 85306 (0.004) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=3:  65565 (0.009) ; 84234 (0.009) ; 1564 (0.009) ; 45996 (0.007) ; 22209 (0.006) ; 106094 (0.005) ; 19546 (0.005) ; 85306 (0.005) ; 28002 (0.005) ; 75552 (0.005) ; 

0.013617354251589978   T=0,K=4:  15893 (0.017) ; 106601 (0.014) ; 28569 (0.014) ; 45996 (0.010) ; 22209 (0.010) ; 65552 (0.009) ; 35417 (0.009) ; 84494 (0.008) ; 62204 (0.008) ; 99045 (0.008) ; 
1.3970168396119149e-05   T=1,K=4:  15893 (0.016) ; 28569 (0.015) ; 106601 (0.014) ; 45996 (0.012) ; 35417 (0.010) ; 62204 (0.009) ; 65552 (0.009) ; 22209 (0.009) ; 99045 (0.008) ; 84494 (0.008) ; 
0.14953975189748062   T=2,K=4:  106601 (0.014) ; 15893 (0.014) ; 28569 (0.014) ; 45996 (0.012) ; 35417 (0.010) ; 62204 (0.010) ; 22209 (0.009) ; 99045 (0.009) ; 84494 (0.009) ; 65552 (0.008) ; 
0.9591738974332984   T=3,K=4:  15893 (0.015) ; 45996 (0.015) ; 28569 (0.014) ; 106601 (0.012) ; 62204 (0.010) ; 35417 (0.010) ; 22209 (0.010) ; 65552 (0.009) ; 99045 (0.008) ; 84494 (0.008) ; 
0.00012744127086718524   T=4,K=4:  15893 (0.015) ; 45996 (0.014) ; 106601 (0.013) ; 28569 (0.013) ; 62204 (0.013) ; 22209 (0.011) ; 35417 (0.009) ; 65552 (0.008) ; 99045 (0.007) ; 84494 (0.007) ; 
0.0006344726773139622   T=5,K=4:  45996 (0.018) ; 28569 (0.013) ; 22209 (0.013) ; 15893 (0.012) ; 62204 (0.012) ; 106601 (0.011) ; 35417 (0.010) ; 65552 (0.008) ; 99045 (0.007) ; 43206 (0.006) ; 
0.9996282379735245   T=6,K=4:  45996 (0.016) ; 28569 (0.014) ; 15893 (0.013) ; 22209 (0.012) ; 62204 (0.011) ; 35417 (0.010) ; 106601 (0.010) ; 43206 (0.008) ; 84494 (0.007) ; 99045 (0.007) ; 
0.1379576957368542   T=7,K=4:  45996 (0.017) ; 28569 (0.014) ; 15893 (0.012) ; 22209 (0.012) ; 62204 (0.010) ; 106601 (0.009) ; 35417 (0.009) ; 43206 (0.008) ; 99045 (0.008) ; 65552 (0.007) ; 
0.9699076553850454   T=8,K=4:  45996 (0.018) ; 28569 (0.014) ; 22209 (0.013) ; 15893 (0.012) ; 62204 (0.010) ; 106601 (0.010) ; 99045 (0.008) ; 65552 (0.007) ; 43206 (0.007) ; 35417 (0.007) ; 
0.9953203183958305   T=9,K=4:  45996 (0.020) ; 22209 (0.013) ; 28569 (0.013) ; 15893 (0.013) ; 106601 (0.010) ; 62204 (0.009) ; 99045 (0.009) ; 65552 (0.007) ; 35417 (0.007) ; 115213 (0.007) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=4:  45996 (0.015) ; 15893 (0.014) ; 28569 (0.014) ; 106601 (0.012) ; 22209 (0.011) ; 62204 (0.010) ; 35417 (0.009) ; 65552 (0.008) ; 99045 (0.008) ; 84494 (0.007) ; 

1.5280559232251087e-13   T=0,K=5:  65552 (0.013) ; 45996 (0.013) ; 28002 (0.010) ; 85306 (0.008) ; 84494 (0.007) ; 75552 (0.007) ; nlsj106503 (0.006) ; 114624 (0.006) ; 84434 (0.006) ; 22209 (0.006) ; 
8.433618931663393e-14   T=1,K=5:  65552 (0.014) ; 45996 (0.012) ; 28002 (0.010) ; 85306 (0.008) ; 75552 (0.008) ; 84494 (0.007) ; 48291 (0.006) ; nlsj106503 (0.006) ; 22209 (0.006) ; 84434 (0.006) ; 
1.7025428739667312e-10   T=2,K=5:  65552 (0.014) ; 45996 (0.013) ; 28002 (0.009) ; 85306 (0.009) ; 75552 (0.008) ; 84434 (0.007) ; 48291 (0.006) ; 22209 (0.006) ; 6871 (0.006) ; nlsj106503 (0.006) ; 
1.324720797233179e-09   T=3,K=5:  45996 (0.014) ; 65552 (0.013) ; 28002 (0.010) ; 85306 (0.009) ; 75552 (0.008) ; 48291 (0.006) ; 15893 (0.006) ; 84434 (0.006) ; 84494 (0.006) ; 22209 (0.006) ; 
