templum : 1814 documents
=================
 21 templum 
==================

1814 documents , 1 concepts , 5254 context features (templum) 
kappaF 1000.000000, kappaK 1.000000, a0 1.000000, b0 1.000000, K 4, max_docs_per_slice 2000, start -100, end 100, times 2, dT 200, I 2500


map[]


...ready to estimate
{0.249537, 0.284006, 0.282125, 0.184332,
 0.258665, 0.228304, 0.243776, 0.269254} 

{0.248063, 0.282309, 0.286296, 0.183332,
 0.258836, 0.228096, 0.243997,  0.26907} 

{0.250045, 0.280646, 0.288261, 0.181047,
  0.25919, 0.228381, 0.244234, 0.268195} 

{0.253778, 0.281228, 0.281868, 0.183126,
 0.259581, 0.228629, 0.244032, 0.267758} 

{0.238127, 0.279194,  0.30035, 0.182329,
 0.259582, 0.228919, 0.243756, 0.267743} 

{0.240533, 0.281421, 0.295272, 0.182774,
 0.260838, 0.228902, 0.242749, 0.267511} 

{0.241807, 0.283175, 0.296622, 0.178396,
 0.260555, 0.228787,  0.24261, 0.268048} 

{0.240405, 0.278953,  0.30399, 0.176652,
 0.260252, 0.228885,  0.24309, 0.267774} 

{0.245714, 0.275124, 0.304991, 0.174171,
 0.259696,   0.2278, 0.243936, 0.268568} 

{0.252192, 0.281719, 0.295095, 0.170993,
 0.260784, 0.226729, 0.243905, 0.268582} 

{ 0.24839, 0.286565, 0.292485,  0.17256,
 0.260633, 0.226671, 0.243621, 0.269074} 

{0.247269, 0.288142, 0.290433, 0.174156,
 0.261094, 0.227443, 0.243284, 0.268178} 

{0.247979, 0.286951, 0.288942, 0.176128,
 0.261488,  0.22771, 0.243049, 0.267753} 

{0.246826, 0.292977, 0.282615, 0.177582,
 0.261671, 0.227264, 0.243343, 0.267722} 

{0.244787, 0.290999, 0.282717, 0.181497,
  0.26154, 0.227714, 0.243532, 0.267213} 

{ 0.24935, 0.292649, 0.278135, 0.179867,
 0.260726, 0.227312, 0.244996, 0.266967} 

{0.258116, 0.288062, 0.274604, 0.179219,
 0.260862, 0.227434, 0.244563, 0.267141} 

{0.259896,  0.28373, 0.275115, 0.181258,
 0.261037, 0.227878, 0.244585, 0.266499} 

{0.263792, 0.281575, 0.276946, 0.177687,
 0.261129, 0.227494, 0.244744, 0.266633} 

{0.269499,  0.28087, 0.270656, 0.178975,
 0.261191, 0.227668, 0.244628, 0.266513} 

{0.262761, 0.287551, 0.271929, 0.177759,
 0.259887, 0.228209, 0.243927, 0.267976} 

{0.262771, 0.290475, 0.269989, 0.176765,
 0.259872, 0.228484, 0.243858, 0.267786} 

{0.262843, 0.290466, 0.270097, 0.176595,
 0.260452, 0.229627, 0.244353, 0.265568} 

{0.265621, 0.289122, 0.271167,  0.17409,
  0.26057, 0.229563, 0.244879, 0.264988} 

{0.280987, 0.281832, 0.264479, 0.172702,
 0.260758, 0.229752, 0.244544, 0.264947} 

{0.282526, 0.277047, 0.266726, 0.173702,
 0.261167, 0.228755, 0.244882, 0.265196} 

{ 0.27732, 0.280344, 0.270806,  0.17153,
 0.261669, 0.229577,  0.24411, 0.264645} 

{0.273965, 0.286702, 0.268883, 0.170451,
 0.259754, 0.229836, 0.245222, 0.265189} 

{0.271979,  0.29731, 0.265359, 0.165353,
 0.259632, 0.229816, 0.244541,  0.26601} 

{0.269948, 0.300386, 0.264144, 0.165521,
 0.260093, 0.229307, 0.244832, 0.265767} 

{0.274895, 0.296594, 0.267437, 0.161075,
  0.25913, 0.232495, 0.243123, 0.265251} 

{0.280144, 0.298161, 0.263385,  0.15831,
 0.258309, 0.233268, 0.243413,  0.26501} 

{0.283451, 0.297483, 0.262271, 0.156795,
 0.259097, 0.234346, 0.244354, 0.262203} 

{0.276542, 0.301895, 0.263807, 0.157756,
 0.258337, 0.233202, 0.246891,  0.26157} 

{0.277597, 0.306009, 0.256184,  0.16021,
 0.257952, 0.233145,  0.24745, 0.261453} 

{0.271249,  0.30943, 0.256535, 0.162786,
 0.257691, 0.233989, 0.247356, 0.260964} 

{0.277733,  0.30353, 0.258031, 0.160706,
 0.257649, 0.233934, 0.247321, 0.261095} 

{0.279884,  0.30795, 0.247655, 0.164511,
  0.25746,   0.2358, 0.246232, 0.260507} 

{0.277237, 0.310677, 0.246338, 0.165747,
 0.256451, 0.235132, 0.246288, 0.262128} 

{0.266813, 0.311143, 0.245901, 0.176142,
 0.253826, 0.235841, 0.247354, 0.262978} 

{0.267749, 0.310385, 0.239409, 0.182457,
 0.253637, 0.235786, 0.247606, 0.262972} 

{0.265343, 0.311135, 0.240258, 0.183264,
 0.252936, 0.235793, 0.247598, 0.263674} 

{0.266995, 0.308203, 0.240486, 0.184316,
 0.253287, 0.235711, 0.247726, 0.263275} 

{  0.2605,  0.30425, 0.239034, 0.196216,
 0.254162, 0.235272, 0.247596, 0.262969} 

{ 0.25957,  0.30334,  0.23783,  0.19926,
 0.254936, 0.233369, 0.248611, 0.263083} 

{0.261531, 0.299356, 0.238588, 0.200525,
 0.254996, 0.233459, 0.247763, 0.263781} 

{0.257478,  0.31154, 0.234141, 0.196841,
 0.255105, 0.233283, 0.247793, 0.263819} 

{ 0.26067, 0.306645, 0.238319, 0.194366,
 0.253428, 0.234294, 0.247714, 0.264564} 

{0.264023, 0.307057, 0.236801,  0.19212,
 0.252998, 0.234429, 0.247497, 0.265075} 

{0.262106, 0.306875, 0.236756, 0.194263,
 0.252502, 0.234423, 0.248167, 0.264908} 

{0.260326, 0.304951, 0.241932,  0.19279,
 0.252255, 0.234603, 0.247404, 0.265738} 

{0.260737, 0.308628, 0.243224, 0.187411,
 0.252242, 0.235113, 0.245392, 0.267253} 

{0.271052, 0.317262, 0.222475,  0.18921,
 0.252606,  0.23707, 0.243103, 0.267221} 

{0.273952, 0.299852, 0.231776,  0.19442,
 0.252891, 0.237335, 0.243487, 0.266287} 

{ 0.28211, 0.275661, 0.238757, 0.203472,
 0.252979, 0.237351,  0.24394, 0.265731} 

{0.280817, 0.272736, 0.243053, 0.203393,
 0.252492, 0.237313, 0.244111, 0.266083} 

{0.281147, 0.266176, 0.240454, 0.212222,
 0.251918, 0.237582, 0.244532, 0.265969} 

{0.277476, 0.271576, 0.235636, 0.215311,
 0.251984, 0.236448, 0.245135, 0.266433} 

{0.277658, 0.270762, 0.228687, 0.222893,
 0.253492, 0.236669, 0.244779, 0.265061} 

{0.273996, 0.266189, 0.223059, 0.236755,
 0.253576, 0.236495, 0.244591, 0.265337} 

{0.274861, 0.265599, 0.222092, 0.237448,
 0.253212,  0.23626, 0.244477, 0.266051} 

{0.274763, 0.266827, 0.220653, 0.237756,
 0.253538, 0.234921, 0.244866, 0.266675} 

{0.278523, 0.259295, 0.221349, 0.240832,
 0.253677, 0.234713, 0.245539,  0.26607} 

{0.275116, 0.260291, 0.218406, 0.246187,
 0.253361, 0.234202, 0.244621, 0.267815} 

{0.269705, 0.262638, 0.220788, 0.246869,
 0.253754, 0.233704,  0.24455, 0.267992} 

{0.270335, 0.260202, 0.219448, 0.250015,
 0.252695, 0.233722, 0.244852, 0.268731} 

{0.285256, 0.252015, 0.212688, 0.250041,
 0.252921, 0.233669, 0.244495, 0.268914} 

{0.300356, 0.246249, 0.206783, 0.246612,
 0.252093, 0.233258, 0.245284, 0.269364} 

{0.301211, 0.248849, 0.205322, 0.244618,
 0.252192, 0.232773, 0.245994, 0.269041} 

{0.301936, 0.246581, 0.207726, 0.243757,
 0.252545, 0.232739, 0.245896,  0.26882} 

{0.302391, 0.243508, 0.210104, 0.243997,
 0.253014,  0.23173, 0.246585, 0.268671} 

{0.303956, 0.244623, 0.215567, 0.235854,
 0.252824, 0.231036, 0.247938, 0.268203} 

{0.307068, 0.243758, 0.214494, 0.234679,
 0.252068,  0.23117, 0.248794, 0.267969} 

{0.307716, 0.241944, 0.217339, 0.233001,
 0.251509, 0.231457, 0.248421, 0.268613} 

{0.315535, 0.230558, 0.221036, 0.232871,
 0.250574, 0.231034,  0.24775, 0.270642} 

{0.316654, 0.226238, 0.225075, 0.232033,
 0.248984, 0.231475, 0.248413, 0.271128} 

{0.318031, 0.227217, 0.222055, 0.232697,
 0.248157, 0.231751, 0.248651, 0.271441} 

{0.309446, 0.231039, 0.225427, 0.234089,
   0.2474, 0.231955, 0.248874, 0.271771} 

{0.310701, 0.231057, 0.228133, 0.230108,
  0.24772, 0.231732, 0.248351, 0.272196} 

{0.309312, 0.234445, 0.227072, 0.229172,
 0.247867, 0.231405, 0.248871, 0.271856} 

{0.308957, 0.237806, 0.224536, 0.228701,
 0.248396, 0.231241, 0.248312, 0.272052} 

{0.314081, 0.237518, 0.219335, 0.229065,
 0.248052, 0.231532, 0.248405,  0.27201} 

{0.319527, 0.231076, 0.214092, 0.235305,
 0.248504, 0.232014, 0.247525, 0.271958} 

{0.314785, 0.228856, 0.221814, 0.234545,
 0.247911, 0.233555, 0.247299, 0.271236} 

{ 0.31372, 0.236158, 0.222312,  0.22781,
 0.247948, 0.233679, 0.247464, 0.270909} 

{0.306415, 0.248075, 0.230578, 0.214931,
 0.247957, 0.234073, 0.247161, 0.270809} 

{0.316486, 0.245162, 0.227737, 0.210615,
 0.248028,  0.23388, 0.248277, 0.269816} 

{0.315609, 0.243781, 0.231987, 0.208623,
  0.24884,  0.23322,  0.24921,  0.26873} 

{0.315865, 0.239356, 0.237088, 0.207691,
 0.249045, 0.232981, 0.249134,  0.26884} 

{0.313074, 0.235361, 0.239213, 0.212353,
 0.248981, 0.233232, 0.248802, 0.268984} 

{ 0.31534, 0.236476, 0.231433, 0.216751,
 0.249222, 0.232431, 0.250395, 0.267951} 

{0.308615, 0.242245, 0.232351, 0.216789,
 0.249483, 0.231522, 0.250273, 0.268722} 

{0.307124, 0.243843,  0.22806, 0.220973,
 0.249501, 0.231573, 0.249866,  0.26906} 

{0.300612,  0.24736,  0.22959, 0.222439,
    0.249, 0.231421, 0.249715, 0.269863} 

{0.296196, 0.249123, 0.219883, 0.234798,
 0.248019, 0.231278, 0.251307, 0.269397} 

{0.297101, 0.252389, 0.222685, 0.227826,
 0.248089, 0.231151, 0.251383, 0.269376} 

{0.297798, 0.253285, 0.212642, 0.236276,
 0.246599, 0.231124, 0.251599, 0.270678} 

{0.299324, 0.258338,  0.21187, 0.230468,
 0.248513, 0.230836, 0.251281, 0.269369} 

{0.306245, 0.257865,     0.21,  0.22589,
 0.248427, 0.230572, 0.251016, 0.269985} 

{0.303193,  0.25689, 0.211858,  0.22806,
 0.249282, 0.230423, 0.250705,  0.26959} 

{0.311058, 0.251819, 0.210025, 0.227098,
 0.250249, 0.230357, 0.250294, 0.269099} 

{0.311463, 0.257641, 0.201888, 0.229008,
 0.249933, 0.230264, 0.249931, 0.269872} 

{0.305895,  0.25285, 0.218057, 0.223199,
 0.250223, 0.232176, 0.248608, 0.268993} 

{0.299758, 0.257555,  0.22084, 0.221847,
 0.249823, 0.232686, 0.248207, 0.269284} 

{0.302995, 0.258413, 0.216321, 0.222271,
 0.249432, 0.232695, 0.248926, 0.268948} 

{0.307903, 0.257904, 0.214683, 0.219511,
 0.248618, 0.233427, 0.249852, 0.268103} 

{0.302902, 0.257379, 0.221816, 0.217903,
 0.248056, 0.234148, 0.249098, 0.268698} 

{0.298856, 0.259511, 0.222961, 0.218672,
 0.248747,  0.23266, 0.249307, 0.269286} 

{0.300624, 0.258861, 0.219577, 0.220937,
 0.248825,  0.23202,     0.25, 0.269155} 

{0.299597, 0.257049, 0.227561, 0.215793,
 0.247249, 0.233349,  0.24957, 0.269832} 

{0.294771, 0.257417, 0.227464, 0.220348,
 0.247149, 0.233709, 0.249478, 0.269664} 

{0.289962, 0.256658, 0.234334, 0.219046,
 0.247804, 0.234189, 0.251014, 0.266994} 

{0.289308, 0.258792, 0.233648, 0.218252,
 0.247286, 0.234058, 0.252093, 0.266562} 

{0.295831, 0.252004, 0.231613, 0.220552,
  0.24751, 0.234402, 0.252209,  0.26588} 

{0.295072, 0.253729, 0.227309,  0.22389,
 0.248687, 0.234243, 0.252296, 0.264774} 

{0.292784, 0.254823, 0.228985, 0.223408,
 0.248394, 0.235034, 0.252334, 0.264239} 

{  0.2922, 0.255697, 0.226957, 0.225146,
 0.249228, 0.234425, 0.252041, 0.264307} 

{0.291479, 0.259582, 0.222741, 0.226197,
 0.249093, 0.234714, 0.252322, 0.263871} 

{0.293579, 0.276801, 0.209009,  0.22061,
 0.249163, 0.234857, 0.252384, 0.263596} 

{0.297912, 0.278437, 0.205167, 0.218484,
 0.249954, 0.233055, 0.252738, 0.264253} 

{0.310821, 0.273911, 0.204746, 0.210522,
 0.250184, 0.232764,  0.25318, 0.263872} 

{0.309752, 0.274943, 0.204252, 0.211053,
 0.250497, 0.232376, 0.253707,  0.26342} 

{0.308894, 0.272644, 0.203527, 0.214935,
 0.250529, 0.232028, 0.254369, 0.263073} 

{0.306368, 0.272022, 0.204791, 0.216819,
 0.250551, 0.232239, 0.254971, 0.262238} 

{0.305724, 0.267889, 0.208772, 0.217616,
 0.249681, 0.235373, 0.254529, 0.260417} 

{0.301838, 0.269921, 0.206348, 0.221893,
 0.251098, 0.234798, 0.254129, 0.259975} 

{0.295476, 0.263502,  0.21055, 0.230472,
 0.249829, 0.233972, 0.255811, 0.260389} 

{0.302969, 0.262868, 0.206668, 0.227495,
 0.250574, 0.233416, 0.256144, 0.259866} 

{0.279061, 0.273624, 0.210434, 0.236881,
 0.251082, 0.233905, 0.256186, 0.258827} 

{0.284719, 0.269617,  0.21134, 0.234324,
 0.250811, 0.235057, 0.254085, 0.260048} 

{0.286708, 0.265483,  0.21482, 0.232989,
 0.250636, 0.235314, 0.253704, 0.260346} 

{0.286861, 0.265801, 0.214862, 0.232476,
 0.250489, 0.234929, 0.253304, 0.261277} 

{0.282936,  0.26932, 0.215022, 0.232722,
 0.250858, 0.234484, 0.252802, 0.261856} 

{ 0.27426, 0.269447, 0.204744, 0.251549,
 0.250789, 0.234409, 0.252247, 0.262555} 

{0.276967, 0.273409, 0.198322, 0.251301,
 0.250671, 0.234362,  0.25234, 0.262627} 

{0.278676, 0.254766, 0.214414, 0.252144,
 0.251975, 0.233528, 0.252049, 0.262448} 

{0.254171, 0.255033, 0.231539, 0.259256,
 0.252988, 0.233154, 0.251414, 0.262444} 

{0.254471, 0.255638,  0.22675,  0.26314,
 0.252249,  0.23347, 0.252088, 0.262193} 

{0.250781,  0.26849, 0.224332, 0.256396,
 0.252442, 0.233286, 0.252313, 0.261959} 

{0.251821,  0.26942, 0.224582, 0.254176,
 0.252076, 0.233277,  0.25266, 0.261988} 

{0.256105, 0.274265, 0.225398, 0.244232,
 0.252217, 0.233433,  0.25325, 0.261101} 

{0.256635, 0.271183, 0.226561, 0.245621,
 0.252334, 0.234707, 0.254154, 0.258805} 

{ 0.26267,  0.27593, 0.217321, 0.244079,
 0.251808, 0.234475, 0.254017, 0.259701} 

{0.257725, 0.278216, 0.219811, 0.244248,
  0.25423, 0.233757,  0.25332, 0.258693} 

{0.253708, 0.280208, 0.225298, 0.240786,
 0.254049, 0.234436, 0.252971, 0.258544} 

{0.255306, 0.281969, 0.215433, 0.247291,
 0.254313, 0.234423, 0.252507, 0.258757} 

{0.241539,   0.2829, 0.221738, 0.253824,
 0.253925, 0.234404, 0.252707, 0.258964} 

{0.240434, 0.265963, 0.227965, 0.265638,
 0.252611, 0.235617, 0.251859, 0.259913} 

{0.223585, 0.270803,  0.23369, 0.271922,
  0.25306, 0.235486, 0.251048, 0.260406} 

{0.228999, 0.271574, 0.235133, 0.264294,
 0.248958, 0.236254,  0.25252, 0.262268} 

{0.227817, 0.268417, 0.239867, 0.263898,
 0.248285,  0.23652, 0.251546, 0.263649} 

{0.227928, 0.273997, 0.236898, 0.261177,
 0.247504, 0.236801, 0.251791, 0.263904} 

{0.227234, 0.270857, 0.233581, 0.268328,
 0.246991, 0.237067, 0.252473,  0.26347} 

{0.221492, 0.265442,  0.24331, 0.269756,
 0.247249, 0.237487, 0.252704, 0.262559} 

{0.239854, 0.263746, 0.238956, 0.257444,
 0.247553, 0.236935, 0.252321, 0.263191} 

{0.238793, 0.265182, 0.239262, 0.256763,
 0.247759, 0.237509, 0.253427, 0.261304} 

{ 0.23649, 0.268126, 0.243172, 0.252212,
 0.249688, 0.236293, 0.252363, 0.261655} 

{0.241815, 0.259387, 0.240599, 0.258199,
 0.249591, 0.236418, 0.252493, 0.261498} 

{0.239745,  0.25671,  0.24569, 0.257855,
 0.248875, 0.236428, 0.252257, 0.262439} 

{0.241502, 0.256016, 0.243595, 0.258886,
 0.250446, 0.235584, 0.252562, 0.261407} 

{0.239926, 0.252016, 0.248195, 0.259862,
 0.250558, 0.235977,  0.25232, 0.261145} 

{0.242753,  0.25975, 0.252532, 0.244966,
 0.251068, 0.235828, 0.252233, 0.260871} 

{   0.243, 0.249827, 0.253474, 0.253699,
 0.251095, 0.236043, 0.251996, 0.260866} 

{0.244882,  0.24658, 0.254909,  0.25363,
 0.250222,  0.23614, 0.251923, 0.261716} 

{ 0.24453, 0.246679, 0.259204, 0.249587,
 0.248378, 0.236357, 0.253196, 0.262069} 

{0.245478, 0.248484, 0.258855, 0.247183,
  0.24865, 0.235919, 0.254237, 0.261194} 

{0.241709, 0.258462, 0.253316, 0.246514,
 0.250504, 0.234821, 0.254222, 0.260453} 

{0.247811, 0.263077, 0.249002,  0.24011,
 0.250442, 0.233393, 0.255206,  0.26096} 

{ 0.24347, 0.259574, 0.247947, 0.249009,
 0.251136,  0.23291,  0.25525, 0.260704} 

{0.249286, 0.258302, 0.236782,  0.25563,
 0.250975, 0.232555, 0.255197, 0.261273} 

{0.243107, 0.261284, 0.238317, 0.257292,
 0.250698, 0.230718, 0.256386, 0.262198} 

{ 0.24055, 0.259888, 0.239173, 0.260388,
 0.250095, 0.230381, 0.256652, 0.262871} 

{0.240202,  0.26624, 0.237513, 0.256045,
  0.25023, 0.231105, 0.255677, 0.262989} 

{0.237814, 0.271958,  0.24206, 0.248168,
  0.25077, 0.231703, 0.254788, 0.262739} 

{0.235866, 0.270588, 0.248153, 0.245393,
 0.250667, 0.232136, 0.254849, 0.262348} 

{0.237755, 0.272126, 0.252748, 0.237372,
 0.250613, 0.232273, 0.255144,  0.26197} 

{0.239922,  0.26978, 0.250285, 0.240013,
 0.250226, 0.232355, 0.254909, 0.262511} 

{ 0.23852, 0.267332, 0.251239, 0.242909,
 0.251459, 0.232174, 0.254671, 0.261696} 

{0.238889, 0.267409, 0.251471, 0.242231,
  0.25169, 0.231797, 0.255451, 0.261062} 

{0.246787, 0.270594, 0.233247, 0.249372,
 0.251404, 0.230691, 0.255706, 0.262199} 

{0.249896, 0.271455, 0.232491, 0.246158,
  0.25171, 0.230811, 0.255536, 0.261943} 

{0.250765, 0.272226,  0.23262, 0.244389,
 0.251614, 0.230945, 0.255876, 0.261564} 

{0.255175, 0.274309, 0.227818, 0.242698,
 0.251317, 0.231799, 0.255874,  0.26101} 

{0.255314, 0.280368, 0.226819, 0.237499,
 0.251828, 0.231586, 0.256411, 0.260175} 

{0.252974, 0.278377, 0.230795, 0.237855,
  0.25151, 0.232242, 0.257606, 0.258642} 

{0.255317, 0.281745, 0.227725, 0.235212,
 0.251117, 0.232682, 0.257614, 0.258587} 

{0.259844, 0.280723, 0.227134, 0.232299,
 0.251417, 0.232769, 0.257352, 0.258463} 

{0.257769, 0.283116, 0.228587, 0.230528,
 0.251725, 0.233215, 0.257846, 0.257214} 

{0.253442, 0.282029,  0.23508, 0.229449,
 0.252167,  0.23338, 0.257733,  0.25672} 

{0.253413,   0.2885, 0.230904, 0.227183,
 0.252154, 0.233049,  0.25763, 0.257167} 

{0.247544, 0.286261, 0.235758, 0.230437,
 0.252052, 0.233551, 0.257138, 0.257259} 

{0.249326, 0.287171, 0.234915, 0.228588,
 0.251901,  0.23301, 0.257638, 0.257451} 

{0.248655, 0.289631, 0.233579, 0.228135,
 0.251941, 0.233281, 0.257391, 0.257387} 

{0.244803, 0.294941, 0.229799, 0.230457,
 0.252341, 0.233577, 0.257953, 0.256129} 

{0.249471, 0.293854, 0.227465,  0.22921,
  0.25229, 0.233631,   0.2578, 0.256279} 

{0.242482, 0.295018, 0.235031, 0.227469,
 0.251452, 0.234634, 0.256662, 0.257251} 

{0.234732, 0.299772, 0.235638, 0.229857,
 0.251954, 0.234407, 0.256134, 0.257505} 

{0.231946, 0.303798, 0.239461, 0.224794,
 0.253871, 0.233537, 0.255281, 0.257311} 

{0.225862, 0.305655, 0.233034, 0.235449,
 0.254264, 0.233273, 0.255324, 0.257139} 

{0.233086, 0.299156, 0.234664, 0.233094,
 0.254009,  0.23286, 0.255952, 0.257178} 

{0.233783, 0.303931,  0.23248, 0.229806,
 0.254485, 0.232886, 0.255075, 0.257554} 

{0.242473,  0.30126, 0.231152, 0.225116,
 0.254857, 0.233308, 0.253104, 0.258732} 

{0.245476, 0.301318, 0.231751, 0.221454,
  0.25463, 0.234538, 0.252097, 0.258735} 

{0.244454, 0.301746, 0.230836, 0.222964,
 0.253926, 0.234515, 0.252106, 0.259454} 

{0.254211, 0.307863,  0.21326, 0.224666,
 0.254022, 0.235522, 0.251381, 0.259075} 

{0.257036, 0.302008, 0.213948, 0.227007,
 0.255801, 0.235155, 0.249745, 0.259299} 

{0.257217, 0.307597, 0.205935, 0.229252,
 0.253978, 0.236516, 0.250082, 0.259424} 

{0.253277, 0.300796, 0.208746,  0.23718,
 0.253959, 0.237141,  0.24954, 0.259361} 

{0.252724, 0.297437, 0.213524, 0.236315,
 0.254907, 0.235429, 0.249546, 0.260118} 

{0.252309, 0.300113, 0.213476, 0.234102,
  0.25282, 0.235427, 0.252779, 0.258974} 

{0.255259, 0.305823,  0.21278, 0.226138,
 0.252196, 0.235535,   0.2526, 0.259669} 

{0.250637, 0.302214, 0.221598, 0.225551,
 0.252265, 0.236297,  0.25148, 0.259958} 

{0.251824, 0.300776, 0.224567, 0.222833,
 0.254488, 0.235708, 0.251118, 0.258686} 

{0.252192, 0.299683, 0.223175,  0.22495,
 0.253903, 0.235919, 0.251062, 0.259116} 

{0.246923, 0.304871, 0.229235, 0.218971,
 0.254851,  0.23517, 0.250817, 0.259162} 

{0.246074, 0.305387, 0.230539,    0.218,
 0.255249, 0.233992, 0.250663, 0.260095} 

{0.244819, 0.310306, 0.220168, 0.224707,
 0.254862, 0.234326, 0.250678, 0.260133} 

{0.243458, 0.309623, 0.220208, 0.226711,
 0.255075, 0.234986, 0.251366, 0.258574} 

{0.239607, 0.312415, 0.219646, 0.228332,
 0.256236, 0.234651, 0.250829, 0.258283} 

{0.238473, 0.315759, 0.219679, 0.226089,
 0.255858, 0.234539, 0.250445, 0.259157} 

{0.237055,  0.31821, 0.219782, 0.224954,
 0.255729, 0.235515, 0.251525, 0.257231} 

{0.240999, 0.323659, 0.219049, 0.216293,
  0.25521, 0.235194, 0.251248, 0.258348} 

{0.241472, 0.314522, 0.219007, 0.224998,
 0.254942, 0.234569, 0.251371, 0.259119} 

{0.242784, 0.317922, 0.217389, 0.221905,
 0.255485, 0.234697,   0.2511, 0.258718} 

{0.234833,  0.31239, 0.232383, 0.220394,
   0.2556, 0.234602,  0.25089, 0.258909} 

{0.240334, 0.306258,  0.23527, 0.218138,
 0.255753, 0.234584, 0.250714, 0.258948} 

{0.240481, 0.305866, 0.241167, 0.212486,
 0.256233, 0.234976, 0.250493, 0.258298} 

{0.242183, 0.301953, 0.248205, 0.207659,
 0.256177, 0.234712, 0.250682, 0.258429} 

{0.246402,  0.30773, 0.238349, 0.207519,
 0.255006, 0.235272, 0.252068, 0.257655} 

{0.247887, 0.309819, 0.236826, 0.205468,
 0.255644, 0.235181, 0.252858, 0.256317} 

{0.240852, 0.314054, 0.241626, 0.203468,
 0.255874, 0.234824, 0.252775, 0.256527} 

{0.237263, 0.314241, 0.242408, 0.206089,
 0.257148, 0.235067, 0.252342, 0.255443} 

{0.236864, 0.317033, 0.243178, 0.202924,
 0.256804, 0.235272, 0.251333, 0.256591} 

{0.234453, 0.321041, 0.239413, 0.205093,
 0.256866, 0.235158, 0.250958, 0.257018} 

{ 0.23231, 0.321101, 0.245398, 0.201191,
 0.257045, 0.234813, 0.251487, 0.256655} 

{0.236762, 0.306697, 0.249467, 0.207075,
 0.256942, 0.234707, 0.251726, 0.256624} 

{0.235926, 0.312339, 0.238753, 0.212983,
 0.256415, 0.235135, 0.252528, 0.255922} 

{0.233523, 0.308839, 0.248388, 0.209251,
 0.257742,  0.23388, 0.253334, 0.255043} 

{0.234411, 0.302637,  0.25076, 0.212192,
 0.257726, 0.233231, 0.254106, 0.254937} 

{0.234083,  0.29706, 0.247107,  0.22175,
 0.257133, 0.233573, 0.253468, 0.255826} 

{0.229374, 0.300179, 0.249451, 0.220996,
 0.256706, 0.233719, 0.253455, 0.256121} 

{0.231121, 0.309907, 0.244253, 0.214719,
 0.257725, 0.233236, 0.253789,  0.25525} 

{0.228867, 0.308691, 0.250587, 0.211855,
 0.256937, 0.233482, 0.254376, 0.255205} 

{0.227742, 0.309254, 0.252347, 0.210657,
 0.256658, 0.233493, 0.254406, 0.255443} 

{0.226186, 0.310906, 0.255179,  0.20773,
 0.255088, 0.233684, 0.254688, 0.256539} 

{0.230088, 0.313544, 0.244825, 0.211542,
 0.254158, 0.234732,  0.25436,  0.25675} 

{ 0.24576, 0.303757, 0.238361, 0.212122,
  0.25396, 0.233714, 0.253824, 0.258502} 

{0.240365, 0.312361, 0.231986, 0.215287,
 0.254001, 0.233404, 0.253548, 0.259048} 

{0.245952, 0.316308, 0.224766, 0.212975,
 0.253948, 0.233276, 0.253265, 0.259511} 

{0.244737, 0.315707, 0.227329, 0.212227,
  0.25325, 0.233295, 0.255661, 0.257793} 

{0.249973,  0.31206, 0.224446, 0.213522,
 0.252859, 0.233194, 0.256178, 0.257769} 

{ 0.24887, 0.316014, 0.218427, 0.216689,
 0.252831, 0.233216, 0.256057, 0.257896} 

{0.250523, 0.316059, 0.215543, 0.217875,
 0.253119, 0.232956, 0.255938, 0.257987} 

{0.251741, 0.314685, 0.216565, 0.217009,
 0.253566, 0.233753, 0.255766, 0.256914} 

{ 0.25071, 0.316513, 0.222427, 0.210349,
 0.252742, 0.233999, 0.256087, 0.257171} 

{ 0.24681, 0.320062, 0.219375, 0.213753,
 0.253098, 0.233053, 0.256319, 0.257529} 

{ 0.25928, 0.315929, 0.212942, 0.211848,
 0.254136, 0.232521, 0.255522, 0.257821} 

{ 0.25326, 0.310104, 0.212992, 0.223645,
 0.254751, 0.232889, 0.255792, 0.256568} 

{0.253664, 0.315618, 0.211682, 0.219036,
 0.255612, 0.231668, 0.255563, 0.257157} 

{0.253736, 0.314955, 0.211323, 0.219986,
  0.25564,  0.23264, 0.252928, 0.258793} 

{0.252905, 0.316943, 0.212088, 0.218065,
 0.254892, 0.233104, 0.252768, 0.259236} 

{0.251195, 0.322599, 0.214022, 0.212183,
 0.256423, 0.234873, 0.248844, 0.259859} 

{0.251587, 0.329188, 0.206991, 0.212234,
 0.256343, 0.234068,  0.24829, 0.261299} 

{0.254016,  0.33069, 0.202663, 0.212631,
 0.256634, 0.234101, 0.247971, 0.261294} 

{0.259888, 0.316504, 0.206943, 0.216665,
 0.256537, 0.233323, 0.247309, 0.262831} 
