477 documents , 1 concepts , 1911 context features (59339) 
kappaF 10.000000, kappaK 2.000000, a0 5.000000, b0 3.000000, K 15, max_docs_per_slice 2000, start -800, end 142, times 10, dT 100, I 1000


map[]

===============  per type  ===============
0.15947038264489   T=0,K=0:  22209 (0.059) ; 78056 (0.040) ; 61925 (0.022) ; 65552 (0.021) ; 4845 (0.021) ; 42366 (0.019) ; 28002 (0.019) ; 96447 (0.018) ; 28124 (0.017) ; 59339 (0.017) ; 
0.10941982931363839   T=1,K=0:  22209 (0.062) ; 78056 (0.045) ; 65552 (0.023) ; 61925 (0.021) ; 96447 (0.020) ; 28002 (0.020) ; 4845 (0.018) ; 84505 (0.017) ; 43304 (0.016) ; 78192 (0.016) ; 
0.08626932107315129   T=2,K=0:  22209 (0.056) ; 78056 (0.030) ; 96447 (0.020) ; 84494 (0.019) ; 65552 (0.019) ; 43304 (0.018) ; 4845 (0.016) ; 31192 (0.015) ; 61925 (0.015) ; 33140 (0.015) ; 
0.20083545968101071   T=3,K=0:  22209 (0.036) ; 78056 (0.034) ; 43304 (0.023) ; 59339 (0.022) ; 31192 (0.021) ; 4845 (0.021) ; 65552 (0.021) ; 42366 (0.018) ; 482 (0.016) ; 84494 (0.015) ; 
0.052121958101805206   T=4,K=0:  22209 (0.032) ; 61925 (0.031) ; 78056 (0.027) ; 31192 (0.027) ; 65552 (0.027) ; nlsj76838 (0.021) ; 4845 (0.019) ; 59339 (0.018) ; 51917 (0.017) ; 84494 (0.016) ; 
0.13406723020573078   T=5,K=0:  51917 (0.024) ; 4845 (0.023) ; 31192 (0.022) ; 42366 (0.021) ; 65552 (0.021) ; nlsj76838 (0.018) ; 96447 (0.018) ; 69790 (0.017) ; 28566 (0.016) ; 482 (0.015) ; 
0.15937219599230543   T=6,K=0:  51917 (0.031) ; 65552 (0.026) ; 96447 (0.023) ; 42366 (0.018) ; 28566 (0.018) ; 31977 (0.017) ; 69790 (0.017) ; 59339 (0.017) ; 31192 (0.016) ; 4845 (0.016) ; 
0.024570299247482975   T=7,K=0:  31977 (0.031) ; 65552 (0.023) ; 84494 (0.023) ; 28566 (0.021) ; 51917 (0.020) ; 42366 (0.019) ; 96447 (0.016) ; 31192 (0.015) ; 4845 (0.015) ; 22209 (0.014) ; 
0.03248903493932151   T=8,K=0:  65552 (0.034) ; 31977 (0.024) ; 42366 (0.021) ; 28566 (0.020) ; 96447 (0.020) ; 4845 (0.017) ; 22209 (0.016) ; 51917 (0.015) ; 52093 (0.014) ; 22100 (0.014) ; 
0.12158707810999018   T=9,K=0:  65552 (0.057) ; 42366 (0.033) ; 31977 (0.027) ; 96447 (0.020) ; 109733 (0.020) ; 28566 (0.019) ; 4845 (0.018) ; 22100 (0.017) ; 52093 (0.015) ; 51917 (0.013) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=0:  22209 (0.031) ; 65552 (0.027) ; 78056 (0.023) ; 42366 (0.019) ; 4845 (0.018) ; 96447 (0.018) ; 51917 (0.016) ; 61925 (0.016) ; 31192 (0.015) ; 84494 (0.015) ; 

0.10924197691777063   T=0,K=1:  52571 (0.020) ; 60308 (0.019) ; 112307 (0.018) ; nlsj76838 (0.018) ; 62204 (0.017) ; 68185 (0.015) ; 77413 (0.014) ; 11583 (0.013) ; 1872 (0.013) ; 81325 (0.012) ; 
0.07782782889894563   T=1,K=1:  60308 (0.023) ; nlsj76838 (0.020) ; 52571 (0.020) ; 73277 (0.019) ; 62204 (0.017) ; 112307 (0.017) ; 68185 (0.016) ; 11583 (0.016) ; 1872 (0.016) ; 77413 (0.015) ; 
0.12548314641007272   T=2,K=1:  73277 (0.027) ; 60308 (0.022) ; 52571 (0.017) ; 62204 (0.016) ; 84234 (0.016) ; 81325 (0.015) ; 68185 (0.015) ; nlsj76838 (0.014) ; 112307 (0.014) ; 104945 (0.013) ; 
